Country,Year,Emission.Source,Application,IEF,Direct.EM,FracGASF,FracGASM,FracLEACH-(H),T.Frac.GAS,T.Frac.Leach,IEF.GAS,IEF.Leach,EM.GAS,EM.Leach,N2O.EM,Other carbon-containing fertlizers,Urea,kt.CO2eq,kg.CO2eq.kg.N,Total.Area.kha,EM.Ha
MLT,2018,Inorganic N emissions,2190378,0.00911068774431,0.03135919285714,0.11,0.21,0.24,240941.58,525690.72,0.005,0.011,0.00189311241428571,0.00908693958857143,0.0423392448599971,0,0,12.6170949682791,5.76023634654802,12.3911571001922,1.01823379901167
MLT,2018,Organic N emissions,1987827.74323842,0.01,0.03123729310803,0.11,0.21,0.24,417443.826080068,477078.658377221,0.005,0.011,0.00327991577634339,0.00824664538052053,0.0427638542648939,0,0,12.7436285709384,6.41083142857108,12.3911571001922,1.02844540408101
MLT,2019,Inorganic N emissions,2054448,0.00839624560953,0.02710659285714,0.11,0.21,0.24,225989.28,493067.52,0.005,0.011,0.00177563005714286,0.00852302427428571,0.0374052471885686,0,0,11.1467636621934,5.42567330114631,12.0355596499356,0.926152500291341
MLT,2019,Organic N emissions,2617140.37814411,0.01,0.04112649165655,0.11,0.21,0.24,549599.479410263,628113.690754586,0.005,0.011,0.00431828162393778,0.0108573937973293,0.0563021670778171,0,0,16.7780457891895,6.41083142857139,12.0355596499356,1.39403951932383
MLT,2020,Inorganic N emissions,2190378,0.01,0.03442022571429,0.11,0.21,0.24,240941.58,525690.72,0.005,0.011,0.00189311241428571,0.00908693958857143,0.0454002777171472,0,0,13.5292827597098,6.17668857142916,11.679962199679,1.15833275214552
MLT,2020,Organic N emissions,2465374.78626434,0.01,0.03874160378415,0.11,0.21,0.24,517728.705115512,591689.948703442,0.005,0.011,0.00406786839733616,0.0102277833990166,0.0530372555805028,0,0,15.8051021629898,6.41083142857096,11.679962199679,1.353180934389
MLT,2021,Inorganic N emissions,2054448,0.01,0.03228418285714,0.11,0.21,0.24,225989.28,493067.52,0.005,0.011,0.00177563005714286,0.00852302427428571,0.0425828371885686,0,0,12.6896854821934,6.17668857142816,11.679962199679,1.08644919095219
MLT,2021,Organic N emissions,2388637.26759222,0.01,0.03753572849074,0.11,0.21,0.24,501613.826194366,573272.944222133,0.005,0.011,0.00394125149152716,0.00990943232155401,0.0513864123038212,0,0,15.3131508665387,6.41083142857207,11.679962199679,1.3110616802304
NLD,1990,Inorganic N emissions,412356000,0.01026221236953,6.64979046890819,0.0395043433344,0.21,0.15,16289852.9999998,61853400,0.01070669075869,0.0075,0.274073514904384,0.7289865,7.65285048381257,0,1.51485714285714,2282.064301319,5.53420903617021,1013.98219632734,2.25059602583229
NLD,1990,Organic N emissions,425085027.034607,0.00386755905628,2.5834937008517,0.0395043433344,0.21,0.15,89267855.6772675,63762754.055191,0.01070669075869,0.0075,1.50191379710094,0.751489601364752,4.83689709931739,0,0,1441.39533559658,3.39084005299306,1013.98219632734,1.42151937264514
NLD,1991,Inorganic N emissions,400068000,0.01026221236953,6.45163008011321,0.04104107058787,0.21,0.15,16419219.027948,60010200,0.0106779661795,0.0075,0.275508931459506,0.707263071428571,7.43440208300129,0,4.03542857142857,2219.48724930581,5.54777500151427,1008.28237653205,2.20125562140604
NLD,1991,Organic N emissions,450344380.729037,0.00418353530894,2.96062111393907,0.04104107058787,0.21,0.15,94572319.9530978,67551657.1093555,0.0106779661795,0.0075,1.58689148196233,0.796144530217405,5.34365712611881,0,0,1592.40982358341,3.53598244304846,1008.28237653205,1.57932922427985
NLD,1992,Inorganic N emissions,391759000,0.01026221236953,6.31763637320423,0.03986510920479,0.21,0.14,15617515.3169593,54846260,0.01081621598219,0.0075,0.265449515215331,0.64640235,7.22948823841956,0,3.76985714285714,2158.15735219189,5.50889029273581,1002.58258254413,2.15259808994028
NLD,1992,Organic N emissions,444148989.046333,0.00677251120573,4.72686343694962,0.03986510920479,0.21,0.14,93271287.6997299,62180858.4664866,0.01081621598219,0.0075,1.58532375995284,0.73284583192645,7.04503302882891,0,0,2099.41984259101,4.72683692717357,1002.58258254413,2.09401188405206
NLD,1993,Inorganic N emissions,389872000,0.01026221236953,6.28720598146789,0.03935241898643,0.21,0.14,15342406.2950774,54582080,0.01083131010411,0.0075,0.261137423368224,0.6432888,7.19163220483611,0,3.784,2146.89039704116,5.50665448414136,996.88279322359,2.15360362485426
NLD,1993,Organic N emissions,441227844.607063,0.00652105650212,4.52142696498471,0.03935241898643,0.21,0.14,92657847.3674832,61771898.2449888,0.01083131010411,0.0075,1.57709495179736,0.728025943601654,6.82654786038373,0,0,2034.31126239435,4.61056863762987,996.88279322359,2.04067246041639
NLD,1994,Inorganic N emissions,371555000,0.01026221236953,5.99181992665363,0.03968838779192,0.21,0.14,14746418.9260268,52017700,0.01101313903827,0.0075,0.255206854491144,0.61306575,6.86009253114477,0,4.455,2048.76257428114,5.51402235007238,991.1830220504,2.06698715444398
NLD,1994,Organic N emissions,422272232.617905,0.00749949675604,4.97644594650422,0.03968838779192,0.21,0.14,88677168.8497601,59118112.5665067,0.01101313903827,0.0075,1.53467912724115,0.696749183819543,7.20787425756492,0,0,2147.94652875435,5.0866392882099,991.1830220504,2.16705339071589
NLD,1995,Inorganic N emissions,405765000,0.01026221236953,6.54350180333627,0.03999286148539,0.21,0.14,16227703.4406193,56807100,0.01123471095729,0.0075,0.286492733459394,0.66951225,7.49950678679566,0,2.76414285714286,2237.61716532225,5.51456425596651,985.4831692246,2.27057877313405
NLD,1995,Organic N emissions,417092514.716127,0.00805467071134,5.27928164060605,0.03999286148539,0.21,0.14,87589428.0903867,58392952.0602578,0.01123471095729,0.0075,1.54635156894402,0.68820264928161,7.51383585883168,0,0,2239.12308593184,5.36840870293678,985.4831692246,2.27210687696841
NLD,1996,Inorganic N emissions,388945000,0.01026221236953,6.27225687010616,0.04042494648402,0.21,0.14,15723080.8102272,54452300,0.01127259174543,0.0075,0.278519797213579,0.64175925,7.19253591731974,0,2.96214285714286,2146.33784621842,5.51835824144397,979.7833291462,2.19062499061785
NLD,1996,Organic N emissions,412552894.6954,0.00810407055835,5.25384792061576,0.04042494648402,0.21,0.14,86636107.886034,57757405.257356,0.01127259174543,0.0075,1.53467831724788,0.68071227624741,7.46923851411106,0,0,2225.83307720509,5.39526714228606,979.7833291462,2.27176051172939
NLD,1997,Inorganic N emissions,400619405.080706,0.01026221236953,6.46052222246153,0.04013220844713,0.21,0.14,16077741.4726641,56086716.7112988,0.01134005179123,0.0075,0.286506661549456,0.661022018383165,7.40805090239415,0,2.60071428571429,2210.19988319917,5.51695663058039,974.0835986152,2.26900430963142
NLD,1997,Organic N emissions,410337753.134231,0.00803231632196,5.17936985031033,0.04013220844713,0.21,0.14,86170928.1581885,57447285.4387923,0.01134005179123,0.0075,1.53557295290491,0.677057292671481,7.39200009588672,0,0,2202.81602857424,5.36829967934647,974.0835986152,2.26142400067701
NLD,1998,Inorganic N emissions,402880781.660235,0.01026221236953,6.49698993585764,0.03983523718165,0.21,0.13,16048851.493364,52374501.6158305,0.01142479501278,0.0075,0.288129031932079,0.61727091190086,7.40238987969058,0,1.84328571428571,2207.75546986208,5.47992252388937,968.3837612415,2.27983528661371
NLD,1998,Organic N emissions,393448349.169149,0.0080000845971,4.94626012247966,0.03983523718165,0.21,0.13,82624153.3255213,51148285.3919894,0.01142479501278,0.0075,1.48337202333349,0.602819077834161,7.03245122364731,0,0,2095.6704646469,5.32641824288336,968.3837612415,2.1640908785585
NLD,1999,Inorganic N emissions,383297679.280941,0.01026221236953,6.1811862915467,0.0408027492067,0.21,0.13,15639599.0792104,49828698.3065223,0.0112558213939,0.0075,0.276628838997963,0.587266801469728,7.04508193201439,0,1.72857142857143,2101.16298716886,5.48180461491601,962.6840374052,2.18260914851387
NLD,1999,Organic N emissions,375327648.224143,0.00812678466893,4.79318239307949,0.0408027492067,0.21,0.13,78818806.12707,48792594.2691386,0.0112558213939,0.0075,1.39412492095915,0.575055575314848,6.76236288935349,0,0,2015.18414102734,5.36913321084165,962.6840374052,2.09329755426197
NLD,2000,Inorganic N emissions,339463329.900905,0.01031017417621,5.49988380497738,0.04082771530974,0.21,0.13,13859512.1912905,44130232.8871177,0.01135022295278,0.0075,0.247199155323874,0.520106316169601,6.26718927647086,0,2.28328571428571,1869.9056901026,5.50841733228875,956.9840946163,1.95395691592172
NLD,2000,Organic N emissions,349902983.726025,0.00824362282759,4.5327357807083,0.04082771530974,0.21,0.13,73479626.5824653,45487387.8843833,0.01135022295278,0.0075,1.310587369454,0.536101357208803,6.3794245073711,0,0,1901.06850319659,5.43313030072682,956.9840946163,1.98652048021636
NLD,2001,Inorganic N emissions,298259860.554301,0.01029526109903,4.82532779106266,0.04334594703564,0.21,0.13,12928356.1184441,38773781.8720591,0.01157356600022,0.0075,0.235128430131824,0.456976714920697,5.51743293611518,0,4.455,1648.65001496232,5.52756248158365,951.2843642747,1.73307801208246
NLD,2001,Organic N emissions,343903103.177059,0.0080758683147,4.36435398814703,0.04334594703564,0.21,0.13,72219651.6671824,44707403.4130177,0.01157356600022,0.0075,1.31346113655905,0.526908683081994,6.20472380778808,0,0,1849.00769472085,5.37653681411791,951.2843642747,1.94369608516651
NLD,2002,Inorganic N emissions,292200086.224006,0.01017950709442,4.67414019396718,0.0480942317507,0.21,0.13,14053138.6644319,37986011.2091208,0.01165366348206,0.0075,0.257353719640309,0.447692274964638,5.37918618857213,0,3.47442857142857,1606.47191276592,5.49784886625383,945.5845281006,1.69891941442068
NLD,2002,Organic N emissions,326121141.880303,0.00722857988976,3.704474286579,0.0480942317507,0.21,0.13,68485439.7948636,42395748.4444394,0.01165366348206,0.0075,1.2541669938132,0.499664178095179,5.45830545848738,0,0,1626.57502662924,4.98764053520408,945.5845281006,1.72017940045672
NLD,2003,Inorganic N emissions,290563857.226327,0.01029298546057,4.69978073368192,0.05293839858272,0.21,0.13,15381985.2875798,37773301.4394225,0.01156409968416,0.0075,0.279523846180631,0.445185338393194,5.42448991825575,0,12.0717142857143,1628.56970992593,5.60485989369764,939.8847816598,1.73273335381592
NLD,2003,Organic N emissions,325467808.409511,0.00727493029302,3.72075882954376,0.05293839858272,0.21,0.13,68348239.7659973,42310815.0932364,0.01156409968416,0.0075,1.24203491954278,0.498663177884572,5.46145692697112,0,0,1627.51416423739,5.00053806301365,939.8847816598,1.73161029521434
NLD,2004,Inorganic N emissions,300498436.937772,0.01017065851218,4.80270526298632,0.05117245704077,0.21,0.13,15377243.3550167,39064796.8019104,0.01153315845669,0.0075,0.278690003806485,0.460406533736801,5.54180180052961,0,10.2174285714286,1661.67436512925,5.5297271495404,936.9330202404,1.77352524591661
NLD,2004,Organic N emissions,316053783.055727,0.00684574685121,3.39998087026315,0.05117245704077,0.21,0.13,66371294.4417027,41086991.7972445,0.01153315845669,0.0075,1.20288245906995,0.48423954618181,5.08710287551491,0,0,1515.95665690344,4.79651482809857,936.9330202404,1.61799896487208
NLD,2005,Inorganic N emissions,280026834.424542,0.01011788325824,4.45229528838535,0.04971101225692,0.21,0.13,13920417.3983449,36403488.4751905,0.01167855453351,0.0075,0.255467698696245,0.429041114171888,5.13680410125348,0,8.283,1539.05062217354,5.49608263556706,933.981261,1.64783886619492
NLD,2005,Organic N emissions,316186091.504537,0.00683161570474,3.39438293596671,0.04971101225692,0.21,0.13,66399079.2159528,41104191.8955898,0.01167855453351,0.0075,1.21855684908313,0.484442261626594,5.09738204667643,0,0,1519.01984990958,4.80419566427317,933.981261,1.6263922129264
NLD,2006,Inorganic N emissions,288560221.229119,0.01028622347385,4.66430630478244,0.05391686200876,0.21,0.13,15558261.6292277,37512828.7597855,0.0115984085755,0.0075,0.283565975157625,0.442115481811757,5.38998776175182,0,12.166,1618.38235300204,5.60847349682698,931.0295939196,1.73827165491992
NLD,2006,Organic N emissions,317724743.353173,0.00762201755013,3.80553418134714,0.05391686200876,0.21,0.13,66722196.1041663,41304216.6359125,0.0115984085755,0.0075,1.21608345802547,0.486799696066112,5.50841733543872,0,0,1641.50836596074,5.16644800350374,931.0295939196,1.76311083630548
NLD,2007,Inorganic N emissions,258823138.958544,0.01030895794937,4.19288077347592,0.04748162587151,0.21,0.13,12289343.4509194,33647008.0646107,0.01159179290125,0.0075,0.223858680847043,0.396554023618626,4.81329347794159,0,22.9381428571429,1457.29959928374,5.63048421848077,928.0779003003,1.57023413531579
NLD,2007,Organic N emissions,320388690.42114,0.00758539023376,3.81900081094328,0.04748162587151,0.21,0.13,67281624.9884394,41650529.7547482,0.01159179290125,0.0075,1.2255801845973,0.490881243538104,5.53546223907869,0,0,1649.56774724545,5.14864536908949,928.0779003003,1.77740224900485
NLD,2008,Inorganic N emissions,239490716.183368,0.01016485456138,3.8254673266927,0.04617356394663,0.21,0.13,11058139.898317,31133793.1038378,0.01191009800147,0.0075,0.206962689847446,0.366933990152375,4.39936400669252,0,10.5772857142857,1321.58775970866,5.51832564021719,925.1261089399,1.42854876425773
NLD,2008,Organic N emissions,311130768.264209,0.00751721683133,3.67531598962121,0.04617356394663,0.21,0.13,65337461.3354839,40446999.8743472,0.01191009800147,0.0075,1.2228473206288,0.476696784233377,5.37486009448338,0,0,1601.70830815605,5.14802286219373,925.1261089399,1.73134050879987
NLD,2009,Inorganic N emissions,227039872.550905,0.0102545570263,3.65858950335668,0.0434416757748,0.21,0.13,9862992.53130833,29515183.4316177,0.01200209000989,0.0075,0.18602025220057,0.347857519015494,4.19246727457274,0,25.0548571428571,1274.41010496554,5.61315548078366,929.9939591145,1.3703423473621
NLD,2009,Organic N emissions,313552734.572855,0.00758026118339,3.73498969301485,0.0434416757748,0.21,0.13,65846074.2602996,40761855.4944711,0.01200209000989,0.0075,1.24188508725288,0.48040758261341,5.45728236288114,0,0,1626.27014413858,5.18659212573607,929.9939591145,1.74868893308409
NLD,2010,Inorganic N emissions,222014551.513186,0.01023379646151,3.57036700692418,0.04212440879065,0.21,0.13,9352231.72541427,28861891.6967142,0.01213329160556,0.0075,0.178315271651347,0.340158009282703,4.08884028785823,0,32.3195714285714,1250.79397721032,5.63383782137378,934.8617844383,1.33794534981644
NLD,2010,Organic N emissions,316645640.999486,0.00750229949153,3.73303924944398,0.04212440879065,0.21,0.13,66495584.6098921,41163933.3299332,0.01213329160556,0.0075,1.26784478629916,0.485146357102784,5.48603039284592,0,0,1634.83705706808,5.16298614409392,934.8617844383,1.74874733814299
NLD,2011,Inorganic N emissions,218676648.195759,0.01032878099718,3.54932789893054,0.04383890156052,0.21,0.13,9586544.05383834,28427964.2654487,0.01211234013368,0.0075,0.182467186450368,0.335043864557074,4.06683894993798,0,35.409,1247.32700708152,5.70397899077415,939.7295377651,1.32732553033074
NLD,2011,Organic N emissions,321673250.53259,0.00712406455269,3.60111871690627,0.04383890156052,0.21,0.13,67551382.6118439,41817522.5692367,0.01211234013368,0.0075,1.28575122137787,0.492849373137432,5.37971931142158,0,0,1603.15635480363,4.98380375784839,939.7295377651,1.70597633720902
NLD,2012,Inorganic N emissions,218146408.377143,0.01032084168347,3.53799999877961,0.04712709344633,0.21,0.13,10280606.1725709,28359033.0890286,0.01222931165726,0.0075,0.197567443715589,0.334231461406408,4.06979890390161,0,71.6178571428572,1284.41793050554,5.88787108649053,944.5973585047,1.35975177036147
NLD,2012,Organic N emissions,310092497.104623,0.00687292762243,3.34909659677667,0.04712709344633,0.21,0.13,65119424.3919708,40312024.623601,0.01222931165726,0.0075,1.25143187059124,0.47510600449244,5.07563447186035,0,0,1512.53907261439,4.877702900706,944.5973585047,1.60125270200706
NLD,2013,Inorganic N emissions,236844375.812288,0.01049855168022,3.90739315942541,0.04649441157309,0.21,0.13,11011939.8877881,30789768.8555974,0.01234204156267,0.0075,0.213572573941107,0.362879418655256,4.48384515202177,0,60.4251371428571,1396.61099244535,5.89674543740163,926.08776535671,1.50807628033764
NLD,2013,Organic N emissions,319946734.38672,0.00737257234948,3.70673355995747,0.04649441157309,0.21,0.13,67188814.2212112,41593075.4702736,0.01234204156267,0.0075,1.30310264490167,0.490204103756796,5.50004030861594,0,0,1639.01201196755,5.12276524750046,926.08776535671,1.76982363149592
NLD,2014,Inorganic N emissions,234157510.189105,0.01041328552295,3.83169130290845,0.04834603303464,0.21,0.13,11320586.7229115,30440476.3245837,0.01214253985023,0.0075,0.216009632788617,0.358762756682593,4.40646369237966,0,59.2079022857143,1372.33408261485,5.86073058902343,907.57819593114,1.51208357447029
NLD,2014,Organic N emissions,327726514.394009,0.00745380995694,3.83870324536678,0.04834603303464,0.21,0.13,68822568.0227419,42604446.8712212,0.01214253985023,0.0075,1.31321264613206,0.502123838125107,5.65403972962394,0,0,1684.90383942793,5.14118866013465,907.57819593114,1.85648338289935
NLD,2015,Inorganic N emissions,268104682.129623,0.0103248082275,4.34991767238944,0.04887532125286,0.21,0.13,13103702.4684812,34853608.676851,0.01205631659776,0.0075,0.248258034455921,0.410774673691458,5.00895038053682,0,65.9318204285714,1558.59903382854,5.81339729484841,889.06857079957,1.75306954381127
NLD,2015,Organic N emissions,333015876.85354,0.00756119113205,3.95685194912267,0.04887532125286,0.21,0.13,69933334.1392434,43292063.9909602,0.01205631659776,0.0075,1.32493179833089,0.510227897036317,5.79201164448988,0,0,1726.01947005798,5.18299453577429,889.06857079957,1.9413794691963
NLD,2016,Inorganic N emissions,252321270.041444,0.01030672125284,4.08666499446781,0.04616151721825,0.21,0.13,11647532.6515488,32801765.1053877,0.01214274868359,0.0075,0.222251954212618,0.386592231599212,4.69550918027964,0,45.3557368092243,1444.61747253256,5.72530992847047,870.55898916,1.65941365320513
NLD,2016,Organic N emissions,344009385.981369,0.00736362385653,3.98067327661787,0.04616151721825,0.21,0.13,72241971.0560875,44721220.177578,0.01214274868359,0.0075,1.3784824411934,0.527071523521455,5.88622724133272,0,0,1754.09571791715,5.09897633436127,870.55898916,2.01490736384179
NLD,2017,Inorganic N emissions,252952271.448914,0.0103916914579,4.13066022045528,0.0466220309064,0.21,0.13,11793148.6173354,32883795.2883588,0.01211667943524,0.0075,0.22454740208748,0.387559015898515,4.74276663844128,0,48.0646616623297,1461.40911991783,5.77741054289356,862.0968118464,1.69517982184373
NLD,2017,Organic N emissions,349078009.161862,0.00773642753713,4.24382627850873,0.0466220309064,0.21,0.13,73306381.923991,45380141.1910421,0.01211667943524,0.0075,1.395789890519,0.534837378322996,6.17445354735072,0,0,1839.98715711052,5.27099132233604,862.0968118464,2.13431616011862
NLD,2018,Inorganic N emissions,235721652.722603,0.01039857283718,3.85183664664277,0.04628427300145,0.21,0.13,10910205.3269659,30643814.8539384,0.01216982322392,0.0075,0.208646853117758,0.361159246492845,4.42164274625337,0,50.8746367874706,1368.52417517098,5.80567868655432,853.6345250929,1.60317341314427
NLD,2018,Organic N emissions,349942461.455385,0.00775075911539,4.26221670755424,0.04628427300145,0.21,0.13,73487916.9056309,45492519.9892001,0.01216982322392,0.0075,1.40538350517031,0.536161842729858,6.2037620554544,0,0,1848.72109252541,5.28292875587809,853.6345250929,2.16570562480966
NLD,2019,Inorganic N emissions,238213510.146842,0.01044763353887,3.91092029117804,0.04640824652313,0.21,0.13,11055071.3040348,30967756.3190895,0.0122700076343,0.0075,0.213157700325802,0.364977128046411,4.48905511955025,0,48.7475449834419,1386.48597060942,5.82034986073941,845.1723288593,1.64047724146472
NLD,2019,Organic N emissions,336501302.928685,0.00752116325922,3.97709908556332,0.04640824652313,0.21,0.13,70665273.6150239,43745169.380729,0.0122700076343,0.0075,1.36252827344266,0.51556806770145,5.85519542670743,0,0,1744.84823715882,5.18526443128989,845.1723288593,2.06448812576931
NLD,2020,Inorganic N emissions,241235474.486405,0.01018807710165,3.86214025013118,0.04569943624273,0.21,0.13,11024325.1857762,31360611.6832327,0.01223843592653,0.0075,0.212017924516126,0.369607209123813,4.44376538377112,0,49.8966584931397,1374.13874285693,5.69625485547887,836.7100425957,1.64231176022937
NLD,2020,Organic N emissions,337115072.729551,0.00770800425882,4.08333265420509,0.04569943624273,0.21,0.13,70794165.2732057,43824959.4548416,0.01223843592653,0.0075,1.36150120176448,0.516508450717776,5.96134230668734,0,0,1776.48000739283,5.26965464050313,836.7100425957,2.12317280414337
NLD,2021,Inorganic N emissions,236356391.601587,0.01024050149303,3.8034982559892,0.04729033954719,0.21,0.13,11177374.0129877,30726330.9082063,0.01216929406934,0.0075,0.213746894879643,0.362131757132432,4.37937690800127,0,59.1363523804827,1364.19067096486,5.77175282513368,828.0937366371,1.64738677592812
NLD,2021,Organic N emissions,327770057.30256,0.00748620260578,3.85589766112031,0.04729033954719,0.21,0.13,68831712.0335376,42610107.4493328,0.01216929406934,0.0075,1.31628097076496,0.502190552081422,5.67436918396669,0,0,1690.96201682207,5.15898868474484,828.0937366371,2.04199348698022
NOR,1990,Inorganic N emissions,110181891.343716,0.0100000001778,1.7314297519,0.0243774806996,0.18036731509711,0.22,2685956.92967686,24240016.0956175,0.01129803132109,0.00749999981776,0.0476866115292096,0.285685897042277,2.06480226047149,0,0.5527866667,615.863860287203,5.5895197729543,938.73522,0.656057051196186
NOR,1990,Organic N emissions,50104819.5452683,0.01000000000385,0.7873614503,0.0243774806996,0.18036731509711,0.22,9037271.77480524,11023060.299959,0.01129803132109,0.00749999981776,0.160448167894068,0.129914636092765,1.07772425428683,0,0,321.161827777476,6.40979911098802,938.73522,0.342121847497611
NOR,1991,Inorganic N emissions,110397602.545571,0.01000000017769,1.7348194994,0.0243774806996,0.17978039809342,0.22,2691215.42533677,24287472.5600256,0.01125204719906,0.00749999981883,0.0475855018394292,0.286245205400048,2.06865020663948,0,0.5527866667,617.010548245264,5.58898503244732,938.19054,0.657660168098971
NOR,1991,Organic N emissions,50989926.2484933,0.00999999999726,0.8012702694,0.0243774806996,0.17978039809342,0.22,9166989.23970825,11217783.7746685,0.01125204719906,0.00749999981883,0.162088764511885,0.13220959129351,1.09556862520539,0,0,326.479450311208,6.40282256381681,938.19054,0.34798842707496
NOR,1992,Inorganic N emissions,110519145.376588,0.01000000018399,1.7367294593,0.0243774806996,0.17961311914948,0.22,2694178.33335406,24314211.9828494,0.01125488722559,0.00749999981843,0.047649915197544,0.286560348574718,2.07093972307226,0,0.5527866667,617.692824142234,5.58901194935483,937.64587,0.658769844677324
NOR,1992,Organic N emissions,51624777.8300942,0.00999999999435,0.8112465083,0.0243774806996,0.17961311914948,0.22,9272487.37146214,11357451.1226207,0.01125488722559,0.00749999981843,0.163995542333093,0.133855670704616,1.10909772133771,0,0,330.511120958637,6.40218001608462,937.64587,0.352490350070691
NOR,1993,Inorganic N emissions,109051404.297671,0.0100000001822,1.7136649559,0.0243774806996,0.17089907776818,0.22,2658398.50353075,23991308.9454876,0.01129870091358,0.0074999998177,0.0472001350865041,0.282754705698994,2.0436197966855,0,0.5527866667,609.551486078978,5.58957942820362,937.10119,0.650464957876084
NOR,1993,Organic N emissions,49137455.6274097,0.00999999999997,0.772160017,0.0243774806996,0.17089907776818,0.22,8397545.85059919,10810240.2380301,0.01129870091358,0.0074999998177,0.149099278387706,0.12740639970853,1.04866569509624,0,0,312.502377138679,6.35975903002107,937.10119,0.333477729484773
NOR,1994,Inorganic N emissions,108051471.110346,0.01000000018094,1.6979517196,0.0243774806996,0.16574734197046,0.22,2634022.65155585,23771323.6442761,0.01130967029771,0.00749999981787,0.0468127436005374,0.280162021861228,2.02492648506177,0,0.5527866667,603.980879215106,5.58975156014581,936.5565,0.644895293786447
NOR,1994,Organic N emissions,49321171.7162518,0.00999999999984,0.7750469841,0.0243774806996,0.16574734197046,0.22,8174853.11483737,10850657.7775754,0.01130967029771,0.00749999981787,0.145286261153029,0.127882749273062,1.04821599452609,0,0,312.368366368775,6.3333525035831,936.5565,0.333528587296949
NOR,1995,Inorganic N emissions,110630839,0.01000000018201,1.7384846445,0.0243774806996,0.16401395618588,0.22,2696901.14250305,24338784.58,0.01134372815745,0.00749999981802,0.0480745782441115,0.286849954161301,2.07340917690541,0,0.5527866667,618.428721384513,5.59002107345957,936.39035,0.660439016041241
NOR,1995,Organic N emissions,49339977.2665416,0.01000000000254,0.7753425001,0.0243774806996,0.16401395618588,0.22,8092444.86960687,10854794.9986392,0.01134372815745,0.00749999981802,0.144254777432812,0.127931509379831,1.04752878691264,0,0,312.163578499968,6.32678804883949,936.39035,0.333369068252324
NOR,1996,Inorganic N emissions,111740564.17,0.01000000018427,1.7559231836,0.0243774806996,0.16428898005717,0.22,2723953.44641659,24582924.1174,0.01132315940936,0.00749999981699,0.0484687642959938,0.289727312885339,2.09411926078133,0,0.5527866667,624.600326379537,5.58973664594428,936.11904,0.667223183901416
NOR,1996,Organic N emissions,50369376.2726708,0.01000000000001,0.79151877,0.0243774806996,0.16428898005717,0.22,8275133.4539529,11081262.7799876,0.01132315940936,0.00749999981699,0.147243886794457,0.130600593863025,1.06936325065748,0,0,318.67024869593,6.3266665636444,936.11904,0.340416373430381
NOR,1997,Inorganic N emissions,112627162,0.01000000018161,1.769855435,0.0243774806996,0.16355437198609,0.22,2745566.46790572,24777975.64,0.01135694732947,0.00749999981698,0.0489991130601724,0.292026134345212,2.11088068240538,0,0.5527866667,629.595230023505,5.59008341188163,936.15161,0.672535541570563
NOR,1997,Organic N emissions,49410022.8776508,0.01000000000195,0.7764432168,0.0243774806996,0.16355437198609,0.22,8081225.26157252,10870205.0330832,0.01135694732947,0.00749999981698,0.144222649455125,0.12811312762075,1.04877899387587,0,0,312.536140175011,6.32535914725062,936.15161,0.33385205647941
NOR,1998,Inorganic N emissions,112061815.39,0.01000000018285,1.7609714169,0.0243774806996,0.16531507588464,0.22,2731784.74183186,24653599.3858,0.01136775425497,0.00749999981835,0.0487995476926906,0.29056027143813,2.10033123603082,0,0.5527866667,626.451495003885,5.59023154161562,936.43199,0.668977033776777
NOR,1998,Organic N emissions,49972631.8547752,0.0100000000005,0.7852842149,0.0243774806996,0.16531507588464,0.22,8261229.42722734,10993979.0080505,0.01136775425497,0.00749999981835,0.147575412242731,0.129571892313793,1.06243151945652,0,0,316.604592798044,6.33555970632334,936.43199,0.338096729051347
NOR,1999,Inorganic N emissions,105755664.87,0.0100000001849,1.6618747644,0.0243774806996,0.16601172278289,0.22,2578056.67924179,23266246.2714,0.01141227091848,0.00749999981961,0.0462337562762495,0.274209324460503,1.98231784513675,0,0.5527866667,591.283504517452,5.59103387269407,936.93667,0.631081612503705
NOR,1999,Organic N emissions,51382902.6864404,0.00999999999574,0.8074456133,0.0243774806996,0.16601172278289,0.22,8530164.19656156,11304238.5910169,0.01141227091848,0.00749999981961,0.152976284670438,0.133228523046858,1.0936504210173,0,0,325.907825463154,6.34272897060678,936.93667,0.347844028202199
NOR,2000,Inorganic N emissions,107253677.89,0.01000000018291,1.6854149691,0.02309797686985,0.16385907669592,0.22,2477342.97110956,23595809.1358,0.01146389838837,0.00749999981773,0.0446285841476242,0.278093458056373,2.008137011304,0,0.1122,598.537029368591,5.58057346977373,936.91864,0.638835651053534
NOR,2000,Organic N emissions,49902579.0491915,0.0100000000018,0.7841833852,0.02309797686985,0.16385907669592,0.22,8176990.52774568,10978567.3908221,0.01146389838837,0.00749999981773,0.147306010551449,0.129390255390161,1.06087965114161,0,0,316.1421360402,6.33518631829755,936.91864,0.337427523098697
NOR,2001,Inorganic N emissions,100419265.61,0.01000000018052,1.5780170595,0.0229696713746,0.16611012659804,0.22,2306597.53074037,22092238.4342,0.01146726153855,0.00749999981746,0.0415648469487012,0.26037280378023,1.87995471022893,0,0.0748733333,560.301376981522,5.57962034055869,937.11693,0.597899108472538
NOR,2001,Organic N emissions,50240801.8950513,0.00999999999628,0.7894983152,0.0229696713746,0.16611012659804,0.22,8345505.96317402,11052976.4169113,0.01146726153855,0.00749999981746,0.150385870723385,0.130267218885924,1.07015140480931,0,0,318.905118633174,6.34753241597018,937.11693,0.340304511021025
