Category,CO2,CH4,N2O,Country,Year,CO2eq.kt,EM.Source
non-dairy cattle,0,323.393794832522,0,TUR,2008,8084.84487081304,enteric fermentation
manure management,0,84.32160109,9.46582320521527,TUR,2008,4928.85534240415,total
cattle subtotal,0,76.3641405,3.5254359958109,TUR,2008,2959.68343925165,manure management
dairy cattle,0,69.5844405,2.0083073919282,TUR,2008,2338.0866152946,manure management
non-dairy cattle,0,6.7797,1.5171286038827,TUR,2008,621.596823957045,manure management
indirect n2o emissions,0,0,3.50009219386424,TUR,2008,1043.02747377154,manure management
total livestock,0,869.731416778022,9.14641206317698,TUR,2009,24468.9162142773,total
enteric fermentation,0,784.229204533023,0,TUR,2009,19605.7301133256,total
cattle subtotal,0,637.593844033022,0,TUR,2009,15939.8461008256,enteric fermentation
dairy cattle,0,325.652931279075,0,TUR,2009,8141.32328197689,enteric fermentation
non-dairy cattle,0,311.940912753947,0,TUR,2009,7798.52281884868,enteric fermentation
manure management,0,85.502212245,9.14641206317698,TUR,2009,4863.18610095174,total
cattle subtotal,0,78.25673725,3.53804309480494,TUR,2009,3010.75527350187,manure management
dairy cattle,0,71.66592925,2.05602227879477,TUR,2009,2404.34287033084,manure management
non-dairy cattle,0,6.590808,1.48202081601017,TUR,2009,606.412403171031,manure management
indirect n2o emissions,0,0,3.38395998083268,TUR,2009,1008.42007428814,manure management
total livestock,0,936.671920614395,9.80099850737251,TUR,2010,26337.4955705569,total
enteric fermentation,0,837.840848814395,0,TUR,2010,20946.0212203599,total
cattle subtotal,0,679.196782814395,0,TUR,2010,16979.9195703599,enteric fermentation
dairy cattle,0,346.129274883237,0,TUR,2010,8653.23187208092,enteric fermentation
non-dairy cattle,0,333.067507931158,0,TUR,2010,8326.68769827896,enteric fermentation
manure management,0,98.8310718,9.80099850737251,TUR,2010,5391.47435019701,total
cattle subtotal,0,90.652508,3.79744714543173,TUR,2010,3397.95194933866,manure management
dairy cattle,0,83.64455,2.19507043315336,TUR,2010,2745.2447390797,manure management
non-dairy cattle,0,7.007958,1.60237671227837,TUR,2010,652.707210258954,manure management
indirect n2o emissions,0,0,3.58951397112505,TUR,2010,1069.67516339527,manure management
total livestock,0,1011.96225559873,10.6944826911958,TUR,2011,28486.0122319447,total
enteric fermentation,0,913.868954593733,0,TUR,2011,22846.7238648433,total
cattle subtotal,0,739.860033093733,0,TUR,2011,18496.5008273433,enteric fermentation
dairy cattle,0,380.921318392187,0,TUR,2011,9523.03295980467,enteric fermentation
non-dairy cattle,0,358.938714701546,0,TUR,2011,8973.46786753866,enteric fermentation
manure management,0,98.093301005,10.6944826911958,TUR,2011,5639.28836710135,total
cattle subtotal,0,90.16129475,4.18432898751428,TUR,2011,3500.96240702926,manure management
dairy cattle,0,82.53610775,2.42813391194309,TUR,2011,2786.98659950904,manure management
non-dairy cattle,0,7.625187,1.75619507557119,TUR,2011,713.975807520215,manure management
indirect n2o emissions,0,0,3.87313367566719,TUR,2011,1154.19383534882,manure management
total livestock,0,1145.11146994815,12.0389746168054,TUR,2012,32215.4011845117,total
enteric fermentation,0,1031.61456239315,0,TUR,2012,25790.3640598287,total
cattle subtotal,0,839.525053893148,0,TUR,2012,20988.1263473287,enteric fermentation
dairy cattle,0,437.409383928509,0,TUR,2012,10935.2345982127,enteric fermentation
non-dairy cattle,0,402.115669964639,0,TUR,2012,10052.891749116,enteric fermentation
manure management,0,113.496907555,12.0389746168054,TUR,2012,6425.03712468299,total
cattle subtotal,0,104.69372275,4.79728855597487,TUR,2012,4046.93505843051,manure management
dairy cattle,0,96.21021375,2.79983924625723,TUR,2012,3239.60743913465,manure management
non-dairy cattle,0,8.483509,1.99744930971764,TUR,2012,807.327619295857,manure management
indirect n2o emissions,0,0,4.33560172650821,TUR,2012,1292.00931449945,manure management
total livestock,0,1196.08945280337,12.6589097554495,TUR,2013,33674.5914272082,total
enteric fermentation,0,1076.23274910837,0,TUR,2013,26905.8187277093,total
cattle subtotal,0,869.72769660837,0,TUR,2013,21743.1924152093,enteric fermentation
dairy cattle,0,453.315144876677,0,TUR,2013,11332.8786219169,enteric fermentation
non-dairy cattle,0,416.412551731693,0,TUR,2013,10410.3137932923,enteric fermentation
manure management,0,119.856703695,12.6589097554495,TUR,2013,6768.77269949895,total
cattle subtotal,0,110.50232625,4.99531872749195,TUR,2013,4251.1631370426,manure management
dairy cattle,0,101.69434725,2.9102954466884,TUR,2013,3409.62672436314,manure management
non-dairy cattle,0,8.807979,2.08502328080355,TUR,2013,841.536412679458,manure management
indirect n2o emissions,0,0,4.54413443246129,TUR,2013,1354.15206087346,manure management
total livestock,0,1212.71123669468,13.1039623345354,TUR,2014,34222.7616930585,total
enteric fermentation,0,1086.17636742968,0,TUR,2014,27154.409185742,total
cattle subtotal,0,864.320175929679,0,TUR,2014,21608.004398242,enteric fermentation
dairy cattle,0,457.60971367045,0,TUR,2014,11440.2428417612,enteric fermentation
non-dairy cattle,0,406.710462259229,0,TUR,2014,10167.7615564807,enteric fermentation
manure management,0,126.534869265,13.1039623345354,TUR,2014,7068.35250731656,total
cattle subtotal,0,115.854765,5.02418787156167,TUR,2014,4393.57711072538,manure management
dairy cattle,0,107.240905,2.95308895287949,TUR,2014,3561.04313295809,manure management
non-dairy cattle,0,8.61386,2.07109891868218,TUR,2014,832.53397776729,manure management
indirect n2o emissions,0,0,4.71459184155034,TUR,2014,1404.948368782,manure management
total livestock,0,1199.13596426437,13.1708093401889,TUR,2015,33903.3002899856,total
enteric fermentation,0,1077.89900670437,0,TUR,2015,26947.4751676093,total
cattle subtotal,0,853.354910704372,0,TUR,2015,21333.8727676093,enteric fermentation
dairy cattle,0,454.038231105777,0,TUR,2015,11350.9557776444,enteric fermentation
non-dairy cattle,0,399.316679598595,0,TUR,2015,9982.91698996487,enteric fermentation
manure management,0,121.23695756,13.1708093401889,TUR,2015,6955.8251223763,total
cattle subtotal,0,110.6983535,4.98854886951931,TUR,2015,4254.04640061675,manure management
dairy cattle,0,102.2400615,2.93495330753256,TUR,2015,3430.6176231447,manure management
non-dairy cattle,0,8.458292,2.05359556198675,TUR,2015,823.428777472052,manure management
indirect n2o emissions,0,0,4.7722169087737,TUR,2015,1422.12063881456,manure management
total livestock,0,1203.83917443546,13.2477133672734,TUR,2016,34043.797944334,total
enteric fermentation,0,1079.35801287546,0,TUR,2016,26983.9503218865,total
cattle subtotal,0,857.538688875462,0,TUR,2016,21438.4672218865,enteric fermentation
dairy cattle,0,447.890093633838,0,TUR,2016,11197.2523408459,enteric fermentation
non-dairy cattle,0,409.648595241624,0,TUR,2016,10241.2148810406,enteric fermentation
manure management,0,124.48116156,13.2477133672734,TUR,2016,7059.84762244748,total
cattle subtotal,0,113.42285425,5.010893618157,TUR,2016,4328.81765446079,manure management
dairy cattle,0,104.77441925,2.90273144782912,TUR,2016,3484.37445270308,manure management
non-dairy cattle,0,8.648435,2.10816217032788,TUR,2016,844.443201757708,manure management
indirect n2o emissions,0,0,4.85343243243208,TUR,2016,1446.32286486476,manure management
total livestock,0,1338.31457411579,14.5933529373308,TUR,2017,37806.6835282193,total
enteric fermentation,0,1204.40644578579,0,TUR,2017,30110.1611446448,total
cattle subtotal,0,966.44552378579,0,TUR,2017,24161.1380946447,enteric fermentation
dairy cattle,0,496.419023979447,0,TUR,2017,12410.4755994862,enteric fermentation
non-dairy cattle,0,470.026499806343,0,TUR,2017,11750.6624951586,enteric fermentation
manure management,0,133.90812833,14.5933529373308,TUR,2017,7696.52238357459,total
cattle subtotal,0,122.53924575,5.65391759788285,TUR,2017,4748.34858791909,manure management
dairy cattle,0,112.56471075,3.23279297553776,TUR,2017,3777.49007546025,manure management
non-dairy cattle,0,9.974535,2.42112462234509,TUR,2017,970.858512458837,manure management
indirect n2o emissions,0,0,5.33432591987205,TUR,2017,1589.62912412187,manure management
total livestock,0,1440.89177172167,15.5085170175428,TUR,2018,40643.8323642696,total
enteric fermentation,0,1285.44106212667,0,TUR,2018,32136.0265531669,total
cattle subtotal,0,1037.34624162667,0,TUR,2018,25933.6560406668,enteric fermentation
dairy cattle,0,528.711143392163,0,TUR,2018,13217.7785848041,enteric fermentation
non-dairy cattle,0,508.635098234511,0,TUR,2018,12715.8774558628,enteric fermentation
manure management,0,155.450709595,15.5085170175428,TUR,2018,8507.80581110276,total
cattle subtotal,0,142.78676625,6.08082290432782,TUR,2018,5381.75438173969,manure management
dairy cattle,0,132.08216625,3.44956405080735,TUR,2018,4330.02424339059,manure management
non-dairy cattle,0,10.7046,2.63125885352047,TUR,2018,1051.7301383491,manure management
indirect n2o emissions,0,0,5.67881980653282,TUR,2018,1692.28830234678,manure management
total livestock,0,1487.55110687524,16.0277239342153,TUR,2019,41965.0394042771,total
enteric fermentation,0,1334.73299669024,0,TUR,2019,33368.324917256,total
cattle subtotal,0,1074.09473919024,0,TUR,2019,26852.368479756,enteric fermentation
dairy cattle,0,548.211322223828,0,TUR,2019,13705.2830555957,enteric fermentation
non-dairy cattle,0,525.883416966411,0,TUR,2019,13147.0854241603,enteric fermentation
manure management,0,152.818110185,16.0277239342153,TUR,2019,8596.71448702117,total
cattle subtotal,0,140.30660625,6.30810021259532,TUR,2019,5387.47901960341,manure management
dairy cattle,0,129.19930125,3.57762138594453,TUR,2019,4296.11370426147,manure management
non-dairy cattle,0,11.107305,2.73047882665079,TUR,2019,1091.36531534194,manure management
indirect n2o emissions,0,0,5.81306857268277,TUR,2019,1732.29443465947,manure management
total livestock,0,1544.53810750901,16.9849417024652,TUR,2020,43674.96531506,total
enteric fermentation,0,1384.58148558401,0,TUR,2020,34614.5371396004,total
cattle subtotal,0,1095.09608708401,0,TUR,2020,27377.4021771004,enteric fermentation
dairy cattle,0,565.809177021194,0,TUR,2020,14145.2294255299,enteric fermentation
non-dairy cattle,0,529.28691006282,0,TUR,2020,13232.1727515705,enteric fermentation
manure management,0,159.956621925,16.9849417024652,TUR,2020,9060.42817545963,total
cattle subtotal,0,146.0463595,6.48827416550799,TUR,2020,5584.66468882138,manure management
dairy cattle,0,134.8561985,3.69765199282401,TUR,2020,4473.30525636156,manure management
non-dairy cattle,0,11.190161,2.79062217268398,TUR,2020,1111.35943245983,manure management
indirect n2o emissions,0,0,6.16449347812249,TUR,2020,1837.0190564805,manure management
total livestock,0,1557.66570207057,17.2995574251094,TUR,2021,44096.9106644469,total
enteric fermentation,0,1398.13492868557,0,TUR,2021,34953.3732171394,total
cattle subtotal,0,1091.59676118557,0,TUR,2021,27289.9190296394,enteric fermentation
dairy cattle,0,565.422244461822,0,TUR,2021,14135.5561115455,enteric fermentation
non-dairy cattle,0,526.174516723753,0,TUR,2021,13154.3629180938,enteric fermentation
manure management,0,159.530773385,17.2995574251094,TUR,2021,9143.53744730759,total
cattle subtotal,0,144.9722245,6.47054692021269,TUR,2021,5552.52859472338,manure management
dairy cattle,0,133.8808495,3.69803046470088,TUR,2021,4449.03431598086,manure management
non-dairy cattle,0,11.091375,2.77251645551181,TUR,2021,1103.49427874252,manure management
indirect n2o emissions,0,0,6.25502542567394,TUR,2021,1863.99757685083,manure management
total livestock,0,7932.37021543768,46.7642990913782,USA,1990,212245.016515173,total
enteric fermentation,0,6538.70445068909,0,USA,1990,163467.611267227,total
cattle subtotal,0,6288.64083424356,0,USA,1990,157216.020856089,enteric fermentation
dairy cattle,0,0,0,USA,1990,0,enteric fermentation
non-dairy cattle,0,0,0,USA,1990,0,enteric fermentation
steer stocker,0,563.057397779408,0,USA,1990,14076.4349444852,enteric fermentation
heifer stocker,0,306.348242783141,0,USA,1990,7658.70606957852,enteric fermentation
beef cows,0,2862.48475759428,0,USA,1990,71562.118939857,enteric fermentation
dairy replacements,0,270.926444392318,0,USA,1990,6773.16110980796,enteric fermentation
beef replacements,0,256.341756054336,0,USA,1990,6408.5439013584,enteric fermentation
steer feedlot,0,248.378657585221,0,USA,1990,6209.46643963054,enteric fermentation
heifer feedlot,0,126.547886408629,0,USA,1990,3163.69716021573,enteric fermentation
bulls,0,196.346718565894,0,USA,1990,4908.66796414734,enteric fermentation
dairy cows,0,1214.10651990523,0,USA,1990,30352.6629976308,enteric fermentation
beef calves,0,182.174478451073,0,USA,1990,4554.36196127681,enteric fermentation
dairy calves,0,61.9279747240315,0,USA,1990,1548.19936810079,enteric fermentation
manure management,0,1393.66576474859,46.7642990913782,USA,1990,48777.4052479453,total
cattle subtotal,0,634.593987304881,37.269279282778,USA,1990,26971.0949088899,manure management
dairy cattle,0,0,0,USA,1990,0,enteric fermentation
non-dairy cattle,0,0,0,USA,1990,0,enteric fermentation
dairy cattle,0,0,0,USA,1990,0,enteric fermentation
non-dairy cattle,0,0,0,USA,1990,0,enteric fermentation
steer stocker,0,5.01892340377577,0,USA,1990,125.473085094394,enteric fermentation
heifer stocker,0,2.9286404489811,0,USA,1990,73.2160112245275,enteric fermentation
beef cows,0,26.9049393550388,0,USA,1990,672.62348387597,enteric fermentation
dairy replacements,0,6.70028739938319,7.12180794694648,USA,1990,2289.80595317463,manure management
beef replacements,0,2.08624665185025,0,USA,1990,52.1561662962563,enteric fermentation
steer feedlot,0,14.324532216544,13.351371114355,USA,1990,4336.82189749138,manure management
heifer feedlot,0,7.2884955393483,6.42206910206144,USA,1990,2095.98898089802,manure management
bulls,0,1.84768667908408,0,USA,1990,46.192166977102,enteric fermentation
dairy cows,0,564.23877869729,10.3740311194152,USA,1990,17197.430741018,manure management
beef calves,0,2.47094758583297,0,USA,1990,61.7736896458243,enteric fermentation
dairy calves,0,0.78450932775287,0,USA,1990,19.6127331938218,enteric fermentation
indirect n2o emissions,0,0,0,USA,1990,0,enteric fermentation
total livestock,0,8011.24057943051,47.4778724698748,USA,1991,214429.420481785,total
enteric fermentation,0,6548.20673927724,0,USA,1991,163705.168481931,total
cattle subtotal,0,6296.64485018056,0,USA,1991,157416.121254514,enteric fermentation
dairy cattle,0,0,0,USA,1991,0,enteric fermentation
non-dairy cattle,0,0,0,USA,1991,0,enteric fermentation
steer stocker,0,555.732543269392,0,USA,1991,13893.3135817348,enteric fermentation
heifer stocker,0,303.056712378859,0,USA,1991,7576.41780947148,enteric fermentation
beef cows,0,2873.68188310465,0,USA,1991,71842.0470776163,enteric fermentation
dairy replacements,0,264.617400391329,0,USA,1991,6615.43500978322,enteric fermentation
beef replacements,0,265.605938800804,0,USA,1991,6640.14847002011,enteric fermentation
steer feedlot,0,252.964121749079,0,USA,1991,6324.10304372698,enteric fermentation
heifer feedlot,0,130.566729699389,0,USA,1991,3264.16824248471,enteric fermentation
bulls,0,200.076383191022,0,USA,1991,5001.90957977556,enteric fermentation
dairy cows,0,1205.1423936571,0,USA,1991,30128.5598414276,enteric fermentation
beef calves,0,183.124191928712,0,USA,1991,4578.1047982178,enteric fermentation
dairy calves,0,62.0765520102209,0,USA,1991,1551.91380025552,enteric fermentation
manure management,0,1463.03384015327,47.4778724698748,USA,1991,50724.2519998543,total
cattle subtotal,0,651.841469474365,37.7243815838804,USA,1991,27537.9024488555,manure management
dairy cattle,0,0,0,USA,1991,0,enteric fermentation
non-dairy cattle,0,0,0,USA,1991,0,enteric fermentation
dairy cattle,0,0,0,USA,1991,0,enteric fermentation
non-dairy cattle,0,0,0,USA,1991,0,enteric fermentation
steer stocker,0,4.95327146610316,0,USA,1991,123.831786652579,enteric fermentation
heifer stocker,0,2.87957403739319,0,USA,1991,71.9893509348298,enteric fermentation
beef cows,0,27.005819375996,0,USA,1991,675.1454843999,enteric fermentation
