Category,CO2,CH4,N2O,Country,Year,CO2eq.kt,EM.Source
cattle subtotal,0,2.8878848289377,0.13484555024428,LVA,2016,112.381094696238,manure management
dairy cattle,0,0,0,LVA,2016,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2016,0,enteric fermentation
mature dairy cattle,0,2.53609896784504,0.10930868102168,LVA,2016,95.9764611405866,manure management
other mature cattle,0,0.14194386922185,0.00757669034845,LVA,2016,5.80645045438435,manure management
growing cattle,0,0.20984199187081,0.01796017887415,LVA,2016,10.598183101267,manure management
indirect n2o emissions,0,0,0.09849749456464,LVA,2016,29.3522533802627,manure management
total livestock,0,38.8238376604577,0.28479310395856,LVA,2017,1055.46428649109,total
enteric fermentation,0,34.7535986601817,0,LVA,2017,868.839966504543,total
cattle subtotal,0,32.7969696601817,0,LVA,2017,819.924241504543,enteric fermentation
dairy cattle,0,0,0,LVA,2017,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2017,0,enteric fermentation
mature dairy cattle,0,21.2943328091817,0,LVA,2017,532.358320229543,enteric fermentation
other mature cattle,0,6.217577352,0,LVA,2017,155.4394338,enteric fermentation
growing cattle,0,5.285059499,0,LVA,2017,132.126487475,enteric fermentation
manure management,0,4.07023900027594,0.28479310395856,LVA,2017,186.624319986549,total
cattle subtotal,0,2.95962705617594,0.13351657799282,LVA,2017,113.778616646259,manure management
dairy cattle,0,0,0,LVA,2017,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2017,0,enteric fermentation
mature dairy cattle,0,2.60646562117594,0.10824358299282,LVA,2017,97.4182282612589,manure management
other mature cattle,0,0.151438808,0.008043495,LVA,2017,6.18293171,manure management
growing cattle,0,0.201722627,0.0172295,LVA,2017,10.177456675,manure management
indirect n2o emissions,0,0,0.09820955596574,LVA,2017,29.2664476777905,manure management
total livestock,0,37.5962307791793,0.25716012958658,LVA,2018,1016.53948809628,total
enteric fermentation,0,33.9973412190242,0,LVA,2018,849.933530475605,total
cattle subtotal,0,32.1305992190242,0,LVA,2018,803.264980475605,enteric fermentation
dairy cattle,0,0,0,LVA,2018,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2018,0,enteric fermentation
mature dairy cattle,0,20.6193630454315,0,LVA,2018,515.484076135788,enteric fermentation
other mature cattle,0,6.47775667864402,0,LVA,2018,161.943916966101,enteric fermentation
growing cattle,0,5.03347949494866,0,LVA,2018,125.836987373717,enteric fermentation
manure management,0,3.59888956015513,0.25716012958658,LVA,2018,166.605957620679,total
cattle subtotal,0,2.64345410979659,0.12136765764067,LVA,2018,102.253914721834,manure management
dairy cattle,0,0,0,LVA,2018,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2018,0,enteric fermentation
mature dairy cattle,0,2.29340749710904,0.09740283233093,LVA,2018,86.3612314623432,manure management
other mature cattle,0,0.15777588151969,0.00834891918072,LVA,2018,6.43237495384681,manure management
growing cattle,0,0.19227073116786,0.01561590612902,LVA,2018,9.46030830564446,manure management
indirect n2o emissions,0,0,0.09162827485948,LVA,2018,27.305225908125,manure management
total livestock,0,37.7812541878117,0.25834919778305,LVA,2019,1021.51941563464,total
enteric fermentation,0,34.0049073974718,0,LVA,2019,850.122684936794,total
cattle subtotal,0,32.1778193974718,0,LVA,2019,804.445484936794,enteric fermentation
dairy cattle,0,0,0,LVA,2019,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2019,0,enteric fermentation
mature dairy cattle,0,20.2244224345828,0,LVA,2019,505.610560864571,enteric fermentation
other mature cattle,0,6.8831190343424,0,LVA,2019,172.07797585856,enteric fermentation
growing cattle,0,5.07027792854651,0,LVA,2019,126.756948213663,enteric fermentation
manure management,0,3.77634679033992,0.25834919778305,LVA,2019,171.396730697847,total
cattle subtotal,0,2.83831697724422,0.12440811689357,LVA,2019,108.031543265389,manure management
dairy cattle,0,0,0,LVA,2019,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2019,0,enteric fermentation
mature dairy cattle,0,2.47653401179808,0.09935544383872,LVA,2019,91.5212725588906,manure management
other mature cattle,0,0.16764911482839,0.00881990306439,LVA,2019,6.81955898389797,manure management
growing cattle,0,0.19413385061775,0.01623276999046,LVA,2019,9.69071172260083,manure management
indirect n2o emissions,0,0,0.09123841581377,LVA,2019,27.1890479125035,manure management
total livestock,0,37.7941239993963,0.24754177991194,LVA,2020,1018.62055039867,total
enteric fermentation,0,34.2411160390274,0,LVA,2020,856.027900975685,total
cattle subtotal,0,32.4706690390274,0,LVA,2020,811.766725975684,enteric fermentation
dairy cattle,0,0,0,LVA,2020,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2020,0,enteric fermentation
mature dairy cattle,0,20.174955320638,0,LVA,2020,504.373883015951,enteric fermentation
other mature cattle,0,7.12848012785294,0,LVA,2020,178.212003196324,enteric fermentation
growing cattle,0,5.16723359053639,0,LVA,2020,129.18083976341,enteric fermentation
manure management,0,3.55300796036889,0.24754177991194,LVA,2020,162.59264942298,total
cattle subtotal,0,2.65948755662197,0.11569263296365,LVA,2020,100.963593538717,manure management
dairy cattle,0,0,0,LVA,2020,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2020,0,enteric fermentation
mature dairy cattle,0,2.28753530163082,0.09092879576018,LVA,2020,84.2851636773042,manure management
other mature cattle,0,0.17362526749045,0.0090840260056,LVA,2020,7.04767143693005,manure management
growing cattle,0,0.1983269875007,0.01567981119787,LVA,2020,9.63075842448276,manure management
indirect n2o emissions,0,0,0.08969547470471,LVA,2020,26.7292514620036,manure management
total livestock,0,37.8493158533152,0.24840786556733,LVA,2021,1020.25844027194,total
enteric fermentation,0,34.0919099266237,0,LVA,2021,852.297748165592,total
cattle subtotal,0,32.3057829266237,0,LVA,2021,807.644573165592,enteric fermentation
dairy cattle,0,0,0,LVA,2021,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2021,0,enteric fermentation
mature dairy cattle,0,19.8401343211339,0,LVA,2021,496.003358028347,enteric fermentation
other mature cattle,0,7.28037045971395,0,LVA,2021,182.009261492849,enteric fermentation
growing cattle,0,5.18527814577583,0,LVA,2021,129.631953644396,enteric fermentation
manure management,0,3.75740592669153,0.24840786556733,LVA,2021,167.960692106353,total
cattle subtotal,0,2.79254360350847,0.11422994950038,LVA,2021,103.854115038825,manure management
dairy cattle,0,0,0,LVA,2021,0,enteric fermentation
non-dairy cattle,0,0,0,LVA,2021,0,enteric fermentation
mature dairy cattle,0,2.41738244476521,0.08933327563647,LVA,2021,87.0558772587983,manure management
other mature cattle,0,0.17732479376051,0.00927737634586,LVA,2021,7.19777799507903,manure management
growing cattle,0,0.19783636498275,0.01561929751805,LVA,2021,9.60045978494765,manure management
indirect n2o emissions,0,0,0.08964528739981,LVA,2021,26.7142956451434,manure management
total livestock,0,2.46158193717526,0.06486764414495,MLT,1990,80.8701063845766,total
enteric fermentation,0,2.09990433217002,0,MLT,1990,52.4976083042505,total
cattle subtotal,0,1.74427240725906,0,MLT,1990,43.6068101814765,enteric fermentation
dairy cattle,0,0,0,MLT,1990,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1990,0,enteric fermentation
dairy cows,0,1.20781931677879,0,MLT,1990,30.1954829194698,enteric fermentation
non-lactating cows,0,0.10928435450719,0,MLT,1990,2.73210886267975,enteric fermentation
bulls,0,0.01441047265097,0,MLT,1990,0.36026181627425,enteric fermentation
calves,0,0.13391041698318,0,MLT,1990,3.3477604245795,enteric fermentation
growing cattle 1-2 years,0,0.27884784633893,0,MLT,1990,6.97119615847325,enteric fermentation
manure management,0,0.36167760500524,0.06486764414495,MLT,1990,28.3724980803261,total
cattle subtotal,0,0.22172732769521,0.03104142596654,MLT,1990,14.7935281304092,manure management
dairy cattle,0,0,0,MLT,1990,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1990,0,enteric fermentation
dairy cows,0,0.17722826698591,0.0216456730551,MLT,1990,10.8811172450676,manure management
non-lactating cows,0,0.01202680514104,0.00184428693153,MLT,1990,0.85026763412194,manure management
bulls,0,0.00132020659733,0.00027741646862,MLT,1990,0.11567527258201,manure management
calves,0,0.00718530383205,0.0025476510638,MLT,1990,0.93883261281365,manure management
growing cattle 1-2 years,0,0.02396674513888,0.00472639844749,MLT,1990,2.00763536582402,manure management
indirect n2o emissions,0,0,0.02546994035192,MLT,1990,7.59004222487216,manure management
total livestock,0,2.55980173968016,0.06727282316634,MLT,1991,84.0423447955733,total
enteric fermentation,0,2.18661865772516,0,MLT,1991,54.665466443129,total
cattle subtotal,0,1.82772576390904,0,MLT,1991,45.693144097726,enteric fermentation
dairy cattle,0,0,0,MLT,1991,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1991,0,enteric fermentation
dairy cows,0,1.26606779053916,0,MLT,1991,31.651694763479,enteric fermentation
non-lactating cows,0,0.1127453601191,0,MLT,1991,2.8186340029775,enteric fermentation
bulls,0,0.01495697015476,0,MLT,1991,0.373924253869,enteric fermentation
calves,0,0.1404027577508,0,MLT,1991,3.51006894377,enteric fermentation
growing cattle 1-2 years,0,0.29355288534522,0,MLT,1991,7.3388221336305,enteric fermentation
manure management,0,0.373183081955,0.06727282316634,MLT,1991,29.3768783524443,total
cattle subtotal,0,0.23231756624943,0.0325241843552,MLT,1991,15.5001460940853,manure management
dairy cattle,0,0,0,MLT,1991,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1991,0,enteric fermentation
dairy cows,0,0.18577530371211,0.02268673911095,MLT,1991,11.4050308478659,manure management
non-lactating cows,0,0.01240769076986,0.00190269499414,MLT,1991,0.87719537750022,manure management
bulls,0,0.00137027363034,0.0002879371095,MLT,1991,0.1200620993895,manure management
calves,0,0.00753366687989,0.00267116810778,MLT,1991,0.98434976811569,manure management
growing cattle 1-2 years,0,0.02523063125723,0.00497564503283,MLT,1991,2.11350800121409,manure management
indirect n2o emissions,0,0,0.02628202064175,MLT,1991,7.8320421512415,manure management
total livestock,0,2.61763376198512,0.06891554867551,MLT,1992,85.97767755493,total
enteric fermentation,0,2.23479817055078,0,MLT,1992,55.8699542637695,total
cattle subtotal,0,1.86533007214013,0,MLT,1992,46.6332518035033,enteric fermentation
dairy cattle,0,0,0,MLT,1992,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1992,0,enteric fermentation
dairy cows,0,1.30358709342427,0,MLT,1992,32.5896773356068,enteric fermentation
non-lactating cows,0,0.11019762985152,0,MLT,1992,2.754940746288,enteric fermentation
bulls,0,0.01491827226095,0,MLT,1992,0.37295680652375,enteric fermentation
calves,0,0.14066598273365,0,MLT,1992,3.51664956834125,enteric fermentation
growing cattle 1-2 years,0,0.29596109386974,0,MLT,1992,7.3990273467435,enteric fermentation
manure management,0,0.38283559143434,0.06891554867551,MLT,1992,30.1077232911605,total
cattle subtotal,0,0.23776011009614,0.03310369761659,MLT,1992,15.8089046421473,manure management
dairy cattle,0,0,0,MLT,1992,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1992,0,enteric fermentation
dairy cows,0,0.19128066443658,0.023264166566,MLT,1992,11.7147382475825,manure management
non-lactating cows,0,0.01212731161021,0.00185969940105,MLT,1992,0.85737321176815,manure management
bulls,0,0.00136672834658,0.00028719213511,MLT,1992,0.11975146492728,manure management
calves,0,0.00754779088548,0.00267617597365,MLT,1992,0.9861952122847,manure management
growing cattle 1-2 years,0,0.02543761481729,0.00501646354078,MLT,1992,2.13084650558469,manure management
indirect n2o emissions,0,0,0.02702335953399,MLT,1992,8.05296114112902,manure management
total livestock,0,2.60040498074102,0.06879764451276,MLT,1993,85.511822583328,total
enteric fermentation,0,2.21771640512942,0,MLT,1993,55.4429101282355,total
cattle subtotal,0,1.84265382262744,0,MLT,1993,46.066345565686,enteric fermentation
dairy cattle,0,0,0,MLT,1993,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1993,0,enteric fermentation
dairy cows,0,1.29310979378898,0,MLT,1993,32.3277448447245,enteric fermentation
non-lactating cows,0,0.1043063072872,0,MLT,1993,2.60765768218,enteric fermentation
bulls,0,0.01507666489124,0,MLT,1993,0.376916622281,enteric fermentation
calves,0,0.13789726739508,0,MLT,1993,3.447431684877,enteric fermentation
growing cattle 1-2 years,0,0.29226378926494,0,MLT,1993,7.3065947316235,enteric fermentation
manure management,0,0.3826885756116,0.06879764451276,MLT,1993,30.0689124550925,total
cattle subtotal,0,0.23512255795973,0.03264051565415,MLT,1993,15.60493761393,manure management
dairy cattle,0,0,0,MLT,1993,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1993,0,enteric fermentation
dairy cows,0,0.18974328742061,0.02301270083779,MLT,1993,11.6013670351767,manure management
non-lactating cows,0,0.0114789682236,0.00176027721693,MLT,1993,0.81153681623514,manure management
bulls,0,0.00138123939008,0.00029024135669,MLT,1993,0.12102290904562,manure management
calves,0,0.00739922842573,0.00262350105308,MLT,1993,0.96678402446109,manure management
growing cattle 1-2 years,0,0.02511983449971,0.00495379518966,MLT,1993,2.10422682901143,manure management
indirect n2o emissions,0,0,0.02719128201982,MLT,1993,8.10300204190636,manure management
total livestock,0,2.5154910010801,0.06703152396109,MLT,1994,82.8626691674073,total
enteric fermentation,0,2.13982517586643,0,MLT,1994,53.4956293966608,total
cattle subtotal,0,1.75626902345184,0,MLT,1994,43.906725586296,enteric fermentation
dairy cattle,0,0,0,MLT,1994,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1994,0,enteric fermentation
dairy cows,0,1.24736218536731,0,MLT,1994,31.1840546341828,enteric fermentation
non-lactating cows,0,0.11150872542145,0,MLT,1994,2.78771813553625,enteric fermentation
bulls,0,0.01358527737694,0,MLT,1994,0.3396319344235,enteric fermentation
calves,0,0.12496024816812,0,MLT,1994,3.124006204203,enteric fermentation
growing cattle 1-2 years,0,0.25885258711802,0,MLT,1994,6.4713146779505,enteric fermentation
manure management,0,0.37566582521367,0.06703152396109,MLT,1994,29.3670397707466,total
cattle subtotal,0,0.22549998771699,0.0309702556299,MLT,1994,14.866635870635,manure management
dairy cattle,0,0,0,MLT,1994,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1994,0,enteric fermentation
dairy cows,0,0.18303055378017,0.02206204177362,MLT,1994,11.150252293043,manure management
non-lactating cows,0,0.01227159842063,0.00188182549985,MLT,1994,0.86757395947105,manure management
bulls,0,0.00124460683934,0.00026153060809,MLT,1994,0.10905129219432,manure management
calves,0,0.00670505977238,0.00237737374247,MLT,1994,0.87608386956556,manure management
growing cattle 1-2 years,0,0.02224816890447,0.00438748400587,MLT,1994,1.86367445636101,manure management
indirect n2o emissions,0,0,0.02686184100371,MLT,1994,8.00482861910558,manure management
total livestock,0,2.42869685591485,0.06470548334408,MLT,1995,79.9996554344071,total
enteric fermentation,0,2.06387308717003,0,MLT,1995,51.5968271792508,total
cattle subtotal,0,1.68557917050353,0,MLT,1995,42.1394792625882,enteric fermentation
dairy cattle,0,0,0,MLT,1995,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1995,0,enteric fermentation
dairy cows,0,1.21421545437172,0,MLT,1995,30.355386359293,enteric fermentation
non-lactating cows,0,0.10321479007749,0,MLT,1995,2.58036975193725,enteric fermentation
bulls,0,0.01267288171158,0,MLT,1995,0.3168220427895,enteric fermentation
calves,0,0.11787648350306,0,MLT,1995,2.9469120875765,enteric fermentation
growing cattle 1-2 years,0,0.23759956083968,0,MLT,1995,5.939989020992,enteric fermentation
manure management,0,0.36482376874482,0.06470548334408,MLT,1995,28.4028282551563,total
cattle subtotal,0,0.21743311380366,0.02960564531065,MLT,1995,14.2583101476652,manure management
dairy cattle,0,0,0,MLT,1995,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1995,0,enteric fermentation
dairy cows,0,0.17816679840799,0.02134996695478,MLT,1995,10.8164601127242,manure management
non-lactating cows,0,0.01135884613615,0.0017418567309,MLT,1995,0.80304445921195,manure management
bulls,0,0.00116101827109,0.00024396605003,MLT,1995,0.10172733968619,manure management
calves,0,0.0063249623719,0.00224260483508,MLT,1995,0.82642030015134,manure management
growing cattle 1-2 years,0,0.02042148861653,0.00402725073986,MLT,1995,1.71065793589153,manure management
indirect n2o emissions,0,0,0.02610753993671,MLT,1995,7.78004690113958,manure management
total livestock,0,2.54769057075814,0.06606396231951,MLT,1996,83.3793250401675,total
enteric fermentation,0,2.17734214198977,0,MLT,1996,54.4335535497443,total
cattle subtotal,0,1.85957685007145,0,MLT,1996,46.4894212517863,enteric fermentation
dairy cattle,0,0,0,MLT,1996,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1996,0,enteric fermentation
dairy cows,0,1.32472830464353,0,MLT,1996,33.1182076160883,enteric fermentation
non-lactating cows,0,0.10748849402882,0,MLT,1996,2.6872123507205,enteric fermentation
bulls,0,0.0144293139303,0,MLT,1996,0.3607328482575,enteric fermentation
calves,0,0.13400773852076,0,MLT,1996,3.350193463019,enteric fermentation
growing cattle 1-2 years,0,0.27892299894804,0,MLT,1996,6.973074973701,enteric fermentation
manure management,0,0.37034842876837,0.06606396231951,MLT,1996,28.9457714904232,total
cattle subtotal,0,0.23869763352101,0.0327973468519,MLT,1996,15.7410501998915,manure management
dairy cattle,0,0,0,MLT,1996,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1996,0,enteric fermentation
dairy cows,0,0.19438280080277,0.02342841287293,MLT,1996,11.8412370562024,manure management
non-lactating cows,0,0.01182916967775,0.00181397992166,MLT,1996,0.83629525859843,manure management
bulls,0,0.00132193272956,0.00027777918269,MLT,1996,0.11582651468062,manure management
calves,0,0.00719052586655,0.00254950260996,MLT,1996,0.93951492443183,manure management
growing cattle 1-2 years,0,0.02397320444438,0.00472767226466,MLT,1996,2.00817644597818,manure management
indirect n2o emissions,0,0,0.02578180422949,MLT,1996,7.68297766038802,manure management
total livestock,0,2.57292625841108,0.06667870032604,MLT,1997,84.1934091574369,total
enteric fermentation,0,2.19847615399384,0,MLT,1997,54.961903849846,total
cattle subtotal,0,1.8759253128745,0,MLT,1997,46.8981328218625,enteric fermentation
dairy cattle,0,0,0,MLT,1997,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1997,0,enteric fermentation
dairy cows,0,1.3417288244735,0,MLT,1997,33.5432206118375,enteric fermentation
non-lactating cows,0,0.09773294345826,0,MLT,1997,2.4433235864565,enteric fermentation
bulls,0,0.01348454006348,0,MLT,1997,0.337113501587,enteric fermentation
calves,0,0.13467688920428,0,MLT,1997,3.366922230107,enteric fermentation
growing cattle 1-2 years,0,0.28830211567498,0,MLT,1997,7.2075528918745,enteric fermentation
manure management,0,0.37445010441724,0.06667870032604,MLT,1997,29.2315053075909,total
cattle subtotal,0,0.24087406298303,0.03301949588101,MLT,1997,15.8616613471167,manure management
dairy cattle,0,0,0,MLT,1997,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1997,0,enteric fermentation
dairy cows,0,0.1968773565906,0.02366168061009,MLT,1997,11.9731147365718,manure management
non-lactating cows,0,0.01075556580934,0.00164934487844,MLT,1997,0.76039391900862,manure management
bulls,0,0.00123537785227,0.00025959131085,MLT,1997,0.10824265694005,manure management
calves,0,0.0072264308475,0.00256223322861,MLT,1997,0.94420627331328,manure management
growing cattle 1-2 years,0,0.02477933188332,0.00488664585302,MLT,1997,2.07570376128296,manure management
indirect n2o emissions,0,0,0.02611990761224,MLT,1997,7.78373246844752,manure management
total livestock,0,2.42754154265464,0.06344092192416,MLT,1998,79.5939332997657,total
enteric fermentation,0,2.0671450453334,0,MLT,1998,51.678626133335,total
cattle subtotal,0,1.75126741876027,0,MLT,1998,43.7816854690067,enteric fermentation
dairy cattle,0,0,0,MLT,1998,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1998,0,enteric fermentation
dairy cows,0,1.26564740705871,0,MLT,1998,31.6411851764678,enteric fermentation
non-lactating cows,0,0.08083390727512,0,MLT,1998,2.020847681878,enteric fermentation
bulls,0,0.01266619880475,0,MLT,1998,0.31665497011875,enteric fermentation
calves,0,0.12296549658257,0,MLT,1998,3.07413741456425,enteric fermentation
growing cattle 1-2 years,0,0.26915440903912,0,MLT,1998,6.728860225978,enteric fermentation
manure management,0,0.36039649732124,0.06344092192416,MLT,1998,27.9153071664307,total
cattle subtotal,0,0.22550147085526,0.0306401724069,MLT,1998,14.7683081486377,manure management
dairy cattle,0,0,0,MLT,1998,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1998,0,enteric fermentation
dairy cows,0,0.18571361912512,0.02213065818932,MLT,1998,11.2377766185454,manure management
non-lactating cows,0,0.00889581730131,0.00136415609979,MLT,1998,0.62891395027017,manure management
bulls,0,0.00116040602069,0.00024383739718,MLT,1998,0.10167369487689,manure management
calves,0,0.00659802630527,0.0023394235134,MLT,1998,0.86209886462495,manure management
growing cattle 1-2 years,0,0.02313360210287,0.00456209720721,MLT,1998,1.93784502032033,manure management
indirect n2o emissions,0,0,0.02534326016567,MLT,1998,7.55229152936966,manure management
total livestock,0,2.51042993509029,0.06549628322457,MLT,1999,82.2786407781791,total
enteric fermentation,0,2.13939296102523,0,MLT,1999,53.4848240256308,total
cattle subtotal,0,1.82819119009166,0,MLT,1999,45.7047797522915,enteric fermentation
dairy cattle,0,0,0,MLT,1999,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1999,0,enteric fermentation
dairy cows,0,1.31379643446972,0,MLT,1999,32.844910861743,enteric fermentation
non-lactating cows,0,0.07799985877903,0,MLT,1999,1.94999646947575,enteric fermentation
bulls,0,0.01681974725363,0,MLT,1999,0.42049368134075,enteric fermentation
calves,0,0.13068263240414,0,MLT,1999,3.2670658101035,enteric fermentation
growing cattle 1-2 years,0,0.28889251718514,0,MLT,1999,7.2223129296285,enteric fermentation
manure management,0,0.37103697406506,0.06549628322457,MLT,1999,28.7938167525484,total
cattle subtotal,0,0.23474576751821,0.03200851957121,MLT,1999,15.4071830201758,manure management
dairy cattle,0,0,0,MLT,1999,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,1999,0,enteric fermentation
dairy cows,0,0.192778722793,0.02298549815351,MLT,1999,11.669146519571,manure management
non-lactating cows,0,0.00858392865836,0.00131632858936,MLT,1999,0.60686413608828,manure management
bulls,0,0.00154093080966,0.00032379749084,MLT,1999,0.13501492251182,manure management
calves,0,0.00701210884523,0.00248624233249,MLT,1999,0.91620293621277,manure management
growing cattle 1-2 years,0,0.02483007641196,0.00489665300501,MLT,1999,2.07995450579198,manure management
indirect n2o emissions,0,0,0.0261026705625,MLT,1999,7.778595827625,manure management
total livestock,0,2.33474995394781,0.06298737965133,MLT,2000,77.1389879847916,total
enteric fermentation,0,1.9857813178574,0,MLT,2000,49.644532946435,total
cattle subtotal,0,1.69397628609019,0,MLT,2000,42.3494071522548,enteric fermentation
dairy cattle,0,0,0,MLT,2000,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2000,0,enteric fermentation
dairy cows,0,1.19937037348726,0,MLT,2000,29.9842593371815,enteric fermentation
non-lactating cows,0,0.18176511134991,0,MLT,2000,4.54412778374775,enteric fermentation
bulls,0,0.01149387250751,0,MLT,2000,0.28734681268775,enteric fermentation
calves,0,0.11005713868552,0,MLT,2000,2.751428467138,enteric fermentation
growing cattle 1-2 years,0,0.19128979005999,0,MLT,2000,4.78224475149975,enteric fermentation
manure management,0,0.34896863609041,0.06298737965133,MLT,2000,27.4944550383566,total
cattle subtotal,0,0.20683750095655,0.02966584767132,MLT,2000,14.0113601299671,manure management
dairy cattle,0,0,0,MLT,2000,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2000,0,enteric fermentation
dairy cows,0,0.16471583182714,0.02104095015949,MLT,2000,10.3880989432065,manure management
non-lactating cows,0,0.01872206795435,0.00306747494628,MLT,2000,1.38215923285019,manure management
bulls,0,0.00105300406731,0.00022126890624,MLT,2000,0.09226323574227,manure management
calves,0,0.00590539554844,0.00209384148573,MLT,2000,0.77159965145854,manure management
growing cattle 1-2 years,0,0.01644120155931,0.00324231217358,MLT,2000,1.37723906670959,manure management
indirect n2o emissions,0,0,0.02573715173029,MLT,2000,7.66967121562642,manure management
total livestock,0,2.22847376210262,0.06098647693996,MLT,2001,73.8858141806736,total
enteric fermentation,0,1.89099846397019,0,MLT,2001,47.2749615992548,total
cattle subtotal,0,1.60224550321078,0,MLT,2001,40.0561375802695,enteric fermentation
dairy cattle,0,0,0,MLT,2001,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2001,0,enteric fermentation
dairy cows,0,1.16930282928422,0,MLT,2001,29.2325707321055,enteric fermentation
non-lactating cows,0,0.08673466908942,0,MLT,2001,2.1683667272355,enteric fermentation
bulls,0,0.01248472358575,0,MLT,2001,0.31211808964375,enteric fermentation
calves,0,0.12454916464125,0,MLT,2001,3.11372911603125,enteric fermentation
growing cattle 1-2 years,0,0.20917411661014,0,MLT,2001,5.2293529152535,enteric fermentation
manure management,0,0.33747529813243,0.06098647693996,MLT,2001,26.6108525814188,total
cattle subtotal,0,0.19532542094701,0.02803839859407,MLT,2001,13.2385783047081,manure management
dairy cattle,0,0,0,MLT,2001,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2001,0,enteric fermentation
dairy cows,0,0.16058649808347,0.0204193174836,MLT,2001,10.0996190621996,manure management
non-lactating cows,0,0.00893379569176,0.00146373758104,MLT,2001,0.65953869144392,manure management
bulls,0,0.00114378028001,0.00024034381195,MLT,2001,0.10021696296135,manure management
calves,0,0.00668300204075,0.00236955286185,MLT,2001,0.87320180385005,manure management
growing cattle 1-2 years,0,0.01797834485102,0.00354544685563,MLT,2001,1.50600178425324,manure management
indirect n2o emissions,0,0,0.02525883813048,MLT,2001,7.52713376288304,manure management
total livestock,0,2.21782536730204,0.06109567611194,MLT,2002,73.6521456639091,total
enteric fermentation,0,1.88366533544562,0,MLT,2002,47.0916333861405,total
cattle subtotal,0,1.59225484863499,0,MLT,2002,39.8063712158748,enteric fermentation
dairy cattle,0,0,0,MLT,2002,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2002,0,enteric fermentation
dairy cows,0,1.11959159154139,0,MLT,2002,27.9897897885348,enteric fermentation
non-lactating cows,0,0.03716236599399,0,MLT,2002,0.92905914984975,enteric fermentation
bulls,0,0.01314529097124,0,MLT,2002,0.328632274281,enteric fermentation
calves,0,0.12092010972746,0,MLT,2002,3.0230027431865,enteric fermentation
growing cattle 1-2 years,0,0.30143549040091,0,MLT,2002,7.53588726002275,enteric fermentation
manure management,0,0.33416003185642,0.06109567611194,MLT,2002,26.5605122777686,total
cattle subtotal,0,0.19118787827367,0.02786514770823,MLT,2002,13.0835109738943,manure management
dairy cattle,0,0,0,MLT,2002,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2002,0,enteric fermentation
dairy cows,0,0.15375939274806,0.01957517070368,MLT,2002,9.67738568839814,manure management
non-lactating cows,0,0.00382777715876,0.00062715350479,MLT,2002,0.28258617339642,manure management
bulls,0,0.00120429775514,0.00025306041576,MLT,2002,0.10551944777498,manure management
calves,0,0.00648827587406,0.00230050994629,MLT,2002,0.84775886084592,manure management
growing cattle 1-2 years,0,0.02590813473765,0.00510925313771,MLT,2002,2.17026080347883,manure management
indirect n2o emissions,0,0,0.02558099345291,MLT,2002,7.62313604896718,manure management
total livestock,0,2.13255244738028,0.05785469314794,MLT,2003,70.5545097425931,total
enteric fermentation,0,1.81853962542942,0,MLT,2003,45.4634906357355,total
cattle subtotal,0,1.50980957361832,0,MLT,2003,37.745239340458,enteric fermentation
dairy cattle,0,0,0,MLT,2003,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2003,0,enteric fermentation
dairy cows,0,1.06004212736466,0,MLT,2003,26.5010531841165,enteric fermentation
non-lactating cows,0,0.02637111634056,0,MLT,2003,0.659277908514,enteric fermentation
