Country,Year,Category,CO2,CH4,N2O,CO2eq.kt
LIE,2003,Agricultural soils,0,0,0.0196442600525,5.853989495645
LIE,2003,Prescribed Burning of Savannas,0,0,0,0
LIE,2003,Field Burning of Agricultural Residues,0,0,0,0
LIE,2003,Liming,0,0,0,0
LIE,2003,Urea Application,0.04738568783648,0,0,0.04738568783648
LIE,2003,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2003,Other Sources,0,0,0,0
LIE,2004,Total Agriculture,0.04556823271515,0.61224624808408,0.02386085934611,22.4622605199579
LIE,2004,Enteric Fermentation,0,0.51850443385835,0,12.9626108464588
LIE,2004,Manure Management,0,0.09374181422573,0.00444906721765,3.66936738650295
LIE,2004,Rice cultivation,0,0,0,0
LIE,2004,Agricultural soils,0,0,0.01941179212846,5.78471405428108
LIE,2004,Prescribed Burning of Savannas,0,0,0,0
LIE,2004,Field Burning of Agricultural Residues,0,0,0,0
LIE,2004,Liming,0,0,0,0
LIE,2004,Urea Application,0.04556823271515,0,0,0.04556823271515
LIE,2004,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2004,Other Sources,0,0,0,0
LIE,2005,Total Agriculture,0.0460077720264,0.62982619273197,0.02443261471786,23.0725817762479
LIE,2005,Enteric Fermentation,0,0.53037070497397,0,13.2592676243493
LIE,2005,Manure Management,0,0.099455487758,0.00467945984699,3.88086622835302
LIE,2005,Rice cultivation,0,0,0,0
LIE,2005,Agricultural soils,0,0,0.01975315487087,5.88644015151926
LIE,2005,Prescribed Burning of Savannas,0,0,0,0
LIE,2005,Field Burning of Agricultural Residues,0,0,0,0
LIE,2005,Liming,0,0,0,0
LIE,2005,Urea Application,0.0460077720264,0,0,0.0460077720264
LIE,2005,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2005,Other Sources,0,0,0,0
LIE,2006,Total Agriculture,0.04514907590014,0.66314072488329,0.02505004756999,24.0885813738394
LIE,2006,Enteric Fermentation,0,0.55854193913232,0,13.963548478308
LIE,2006,Manure Management,0,0.10459878575097,0.0048798361408,4.06916081373265
LIE,2006,Rice cultivation,0,0,0,0
LIE,2006,Agricultural soils,0,0,0.02017021142919,6.01072300589862
LIE,2006,Prescribed Burning of Savannas,0,0,0,0
LIE,2006,Field Burning of Agricultural Residues,0,0,0,0
LIE,2006,Liming,0,0,0,0
LIE,2006,Urea Application,0.04514907590014,0,0,0.04514907590014
LIE,2006,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2006,Other Sources,0,0,0,0
LIE,2007,Total Agriculture,0.04468802115043,0.67408597375701,0.02533617492571,24.4470174929373
LIE,2007,Enteric Fermentation,0,0.56681039418372,0,14.170259854593
LIE,2007,Manure Management,0,0.10727557957329,0.00500481763806,4.17332514547413
LIE,2007,Rice cultivation,0,0,0,0
LIE,2007,Agricultural soils,0,0,0.02033135728765,6.0587444717197
LIE,2007,Prescribed Burning of Savannas,0,0,0,0
LIE,2007,Field Burning of Agricultural Residues,0,0,0,0
LIE,2007,Liming,0,0,0,0
LIE,2007,Urea Application,0.04468802115043,0,0,0.04468802115043
LIE,2007,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2007,Other Sources,0,0,0,0
LIE,2008,Total Agriculture,0.04701021169556,0.67881964705,0.02562411714103,24.6534882959725
LIE,2008,Enteric Fermentation,0,0.57084546683548,0,14.271136670887
LIE,2008,Manure Management,0,0.10797418021452,0.00513884476352,4.23073024489196
LIE,2008,Rice cultivation,0,0,0,0
LIE,2008,Agricultural soils,0,0,0.02048527237751,6.10461116849798
LIE,2008,Prescribed Burning of Savannas,0,0,0,0
LIE,2008,Field Burning of Agricultural Residues,0,0,0,0
LIE,2008,Liming,0,0,0,0
LIE,2008,Urea Application,0.04701021169556,0,0,0.04701021169556
LIE,2008,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2008,Other Sources,0,0,0,0
LIE,2009,Total Agriculture,0.04482804907923,0.67745965070572,0.0253720377949,24.5421865796024
LIE,2009,Enteric Fermentation,0,0.56954440439526,0,14.2386101098815
LIE,2009,Manure Management,0,0.10791524631046,0.00522678667171,4.25546358593108
LIE,2009,Rice cultivation,0,0,0,0
LIE,2009,Agricultural soils,0,0,0.02014525112319,6.00328483471062
LIE,2009,Prescribed Burning of Savannas,0,0,0,0
LIE,2009,Field Burning of Agricultural Residues,0,0,0,0
LIE,2009,Liming,0,0,0,0
LIE,2009,Urea Application,0.04482804907923,0,0,0.04482804907923
LIE,2009,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2009,Other Sources,0,0,0,0
LIE,2010,Total Agriculture,0.04286224351118,0.65438607679219,0.02458609024448,23.729169056171
LIE,2010,Enteric Fermentation,0,0.55109604213026,0,13.7774010532565
LIE,2010,Manure Management,0,0.10329003466193,0.00514235846404,4.11467368883217
LIE,2010,Rice cultivation,0,0,0,0
LIE,2010,Agricultural soils,0,0,0.01944373178044,5.79423207057112
LIE,2010,Prescribed Burning of Savannas,0,0,0,0
LIE,2010,Field Burning of Agricultural Residues,0,0,0,0
LIE,2010,Liming,0,0,0,0
LIE,2010,Urea Application,0.04286224351118,0,0,0.04286224351118
LIE,2010,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2010,Other Sources,0,0,0,0
LIE,2011,Total Agriculture,0.04948956725682,0.67024712474745,0.0258298941179,24.5029761330773
LIE,2011,Enteric Fermentation,0,0.56334987719587,0,14.0837469298968
LIE,2011,Manure Management,0,0.10689724755158,0.00525754979822,4.23918102865906
LIE,2011,Rice cultivation,0,0,0,0
LIE,2011,Agricultural soils,0,0,0.02057234431968,6.13055860726464
LIE,2011,Prescribed Burning of Savannas,0,0,0,0
LIE,2011,Field Burning of Agricultural Residues,0,0,0,0
LIE,2011,Liming,0,0,0,0
LIE,2011,Urea Application,0.04948956725682,0,0,0.04948956725682
LIE,2011,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2011,Other Sources,0,0,0,0
LIE,2012,Total Agriculture,0.04401387684456,0.68691184049195,0.0253504638524,24.7712481171585
LIE,2012,Enteric Fermentation,0,0.57665539269725,0,14.4163848174313
LIE,2012,Manure Management,0,0.1102564477947,0.00533228744122,4.34543285235106
LIE,2012,Rice cultivation,0,0,0,0
LIE,2012,Agricultural soils,0,0,0.02001817641118,5.96541657053164
LIE,2012,Prescribed Burning of Savannas,0,0,0,0
LIE,2012,Field Burning of Agricultural Residues,0,0,0,0
LIE,2012,Liming,0,0,0,0
LIE,2012,Urea Application,0.04401387684456,0,0,0.04401387684456
LIE,2012,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2012,Other Sources,0,0,0,0
LIE,2013,Total Agriculture,0.0426399809544,0.65344213288813,0.02439802944717,23.6493060784143
LIE,2013,Enteric Fermentation,0,0.5476796907198,0,13.691992267995
LIE,2013,Manure Management,0,0.10576244216833,0.00509633674753,4.16276940497219
LIE,2013,Rice cultivation,0,0,0,0
LIE,2013,Agricultural soils,0,0,0.01930169269964,5.75190442449272
LIE,2013,Prescribed Burning of Savannas,0,0,0,0
LIE,2013,Field Burning of Agricultural Residues,0,0,0,0
LIE,2013,Liming,0,0,0,0
LIE,2013,Urea Application,0.0426399809544,0,0,0.0426399809544
LIE,2013,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2013,Other Sources,0,0,0,0
LIE,2014,Total Agriculture,0.04133596511753,0.66647317983812,0.02459555513661,24.0326408917803
LIE,2014,Enteric Fermentation,0,0.55819711966629,0,13.9549279916573
LIE,2014,Manure Management,0,0.10827606017183,0.00516783434181,4.24691613815513
LIE,2014,Rice cultivation,0,0,0,0
LIE,2014,Agricultural soils,0,0,0.0194277207948,5.7894607968504
LIE,2014,Prescribed Burning of Savannas,0,0,0,0
LIE,2014,Field Burning of Agricultural Residues,0,0,0,0
LIE,2014,Liming,0,0,0,0
LIE,2014,Urea Application,0.04133596511753,0,0,0.04133596511753
LIE,2014,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2014,Other Sources,0,0,0,0
LIE,2015,Total Agriculture,0.04704429079436,0.65814716481776,0.02471951089091,23.8671376567295
LIE,2015,Enteric Fermentation,0,0.55010154616739,0,13.7525386541848
LIE,2015,Manure Management,0,0.10804561865037,0.0050783975037,4.21450292236185
LIE,2015,Rice cultivation,0,0,0,0
LIE,2015,Agricultural soils,0,0,0.01964111338721,5.85305178938858
LIE,2015,Prescribed Burning of Savannas,0,0,0,0
LIE,2015,Field Burning of Agricultural Residues,0,0,0,0
LIE,2015,Liming,0,0,0,0
LIE,2015,Urea Application,0.04704429079436,0,0,0.04704429079436
LIE,2015,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2015,Other Sources,0,0,0,0
LIE,2016,Total Agriculture,0.04233114070148,0.66346333917974,0.02432067593732,23.8764760495163
LIE,2016,Enteric Fermentation,0,0.55577778973087,0,13.8944447432718
LIE,2016,Manure Management,0,0.10768554944887,0.00507809762003,4.20541182699069
LIE,2016,Rice cultivation,0,0,0,0
LIE,2016,Agricultural soils,0,0,0.01924257831729,5.73428833855242
LIE,2016,Prescribed Burning of Savannas,0,0,0,0
LIE,2016,Field Burning of Agricultural Residues,0,0,0,0
LIE,2016,Liming,0,0,0,0
LIE,2016,Urea Application,0.04233114070148,0,0,0.04233114070148
LIE,2016,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2016,Other Sources,0,0,0,0
LIE,2017,Total Agriculture,0.04430093139024,0.64281920889701,0.02407864692357,23.2902179370394
LIE,2017,Enteric Fermentation,0,0.53669418807876,0,13.417354701969
LIE,2017,Manure Management,0,0.10612502081825,0.00497662450222,4.13615962211781
LIE,2017,Rice cultivation,0,0,0,0
LIE,2017,Agricultural soils,0,0,0.01910202242135,5.6924026815623
LIE,2017,Prescribed Burning of Savannas,0,0,0,0
LIE,2017,Field Burning of Agricultural Residues,0,0,0,0
LIE,2017,Liming,0,0,0,0
LIE,2017,Urea Application,0.04430093139024,0,0,0.04430093139024
LIE,2017,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2017,Other Sources,0,0,0,0
LIE,2018,Total Agriculture,0.04816858626314,0.65379121808699,0.02466167311407,23.7421276264308
LIE,2018,Enteric Fermentation,0,0.54633092193297,0,13.6582730483243
LIE,2018,Manure Management,0,0.10746029615402,0.00505137651425,4.191817605097
LIE,2018,Rice cultivation,0,0,0,0
LIE,2018,Agricultural soils,0,0,0.01961029659982,5.84386838674636
LIE,2018,Prescribed Burning of Savannas,0,0,0,0
LIE,2018,Field Burning of Agricultural Residues,0,0,0,0
LIE,2018,Liming,0,0,0,0
LIE,2018,Urea Application,0.04816858626314,0,0,0.04816858626314
LIE,2018,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2018,Other Sources,0,0,0,0
LIE,2019,Total Agriculture,0.04524718578636,0.67916147623237,0.0250947522245,24.5025202544966
LIE,2019,Enteric Fermentation,0,0.56781963331026,0,14.1954908327565
LIE,2019,Manure Management,0,0.11134184292211,0.00523903856158,4.34477956440359
LIE,2019,Rice cultivation,0,0,0,0
LIE,2019,Agricultural soils,0,0,0.01985571366292,5.91700267155016
LIE,2019,Prescribed Burning of Savannas,0,0,0,0
LIE,2019,Field Burning of Agricultural Residues,0,0,0,0
LIE,2019,Liming,0,0,0,0
LIE,2019,Urea Application,0.04524718578636,0,0,0.04524718578636
LIE,2019,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2019,Other Sources,0,0,0,0
LIE,2020,Total Agriculture,0.04022588249464,0.68734241717367,0.0249782560446,24.6673066131272
LIE,2020,Enteric Fermentation,0,0.57663620419549,0,14.4159051048873
LIE,2020,Manure Management,0,0.11070621297818,0.00522017197463,4.32326657289424
LIE,2020,Rice cultivation,0,0,0,0
LIE,2020,Agricultural soils,0,0,0.01975808406997,5.88790905285106
LIE,2020,Prescribed Burning of Savannas,0,0,0,0
LIE,2020,Field Burning of Agricultural Residues,0,0,0,0
LIE,2020,Liming,0,0,0,0
LIE,2020,Urea Application,0.04022588249464,0,0,0.04022588249464
LIE,2020,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2020,Other Sources,0,0,0,0
LIE,2021,Total Agriculture,0.04138323406408,0.67594391165383,0.02477551881253,24.3230856315438
LIE,2021,Enteric Fermentation,0,0.5666278779949,0,14.1656969498725
LIE,2021,Manure Management,0,0.10931603365893,0.00524435911987,4.29571985919451
LIE,2021,Rice cultivation,0,0,0,0
LIE,2021,Agricultural soils,0,0,0.01953115969266,5.82028558841268
LIE,2021,Prescribed Burning of Savannas,0,0,0,0
LIE,2021,Field Burning of Agricultural Residues,0,0,0,0
LIE,2021,Liming,0,0,0,0
LIE,2021,Urea Application,0.04138323406408,0,0,0.04138323406408
LIE,2021,Other Carbon-containing Fertilizers,0,0,0,0
LIE,2021,Other Sources,0,0,0,0
LTU,1990,Total Agriculture,80.1974322642725,199.328061969482,12.6006816790464,8818.40212185715
LTU,1990,Enteric Fermentation,0,172.631893269597,0,4315.79733173993
LTU,1990,Manure Management,0,26.6961686998848,1.96032491676177,1251.58104269213
LTU,1990,Rice cultivation,0,0,0,0
LTU,1990,Agricultural soils,0,0,10.6403567622846,3170.82631516082
LTU,1990,Prescribed Burning of Savannas,0,0,0,0
LTU,1990,Field Burning of Agricultural Residues,0,0,0,0
LTU,1990,Liming,20.592,0,0,20.592
LTU,1990,Urea Application,59.6054322642725,0,0,59.6054322642725
LTU,1990,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1990,Other Sources,0,0,0,0
LTU,1991,Total Agriculture,90.3191094412244,190.308018067669,12.9663104772581,8711.98008335584
LTU,1991,Enteric Fermentation,0,165.341698013637,0,4133.54245034092
LTU,1991,Manure Management,0,24.9663200540321,1.83147993152836,1169.93902094625
LTU,1991,Rice cultivation,0,0,0,0
LTU,1991,Agricultural soils,0,0,11.1348305457297,3318.17950262745
LTU,1991,Prescribed Burning of Savannas,0,0,0,0
LTU,1991,Field Burning of Agricultural Residues,0,0,0,0
LTU,1991,Liming,20.592,0,0,20.592
LTU,1991,Urea Application,69.7271094412244,0,0,69.7271094412244
LTU,1991,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1991,Other Sources,0,0,0,0
LTU,1992,Total Agriculture,45.3338775436602,163.151069819295,8.5284155285075,6665.57845052126
LTU,1992,Enteric Fermentation,0,142.388976491948,0,3559.7244122987
LTU,1992,Manure Management,0,20.7620933273469,1.49859657504355,965.63411254665
LTU,1992,Rice cultivation,0,0,0,0
LTU,1992,Agricultural soils,0,0,7.02981895346395,2094.88604813226
LTU,1992,Prescribed Burning of Savannas,0,0,0,0
LTU,1992,Field Burning of Agricultural Residues,0,0,0,0
LTU,1992,Liming,20.592,0,0,20.592
LTU,1992,Urea Application,24.7418775436602,0,0,24.7418775436602
LTU,1992,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1992,Other Sources,0,0,0,0
LTU,1993,Total Agriculture,14.7868558182203,131.816422255531,6.8345894603946,5346.90507140409
LTU,1993,Enteric Fermentation,0,115.258184957035,0,2881.45462392588
LTU,1993,Manure Management,0,16.5582372984959,1.16661043303161,761.605841505816
LTU,1993,Rice cultivation,0,0,0,0
LTU,1993,Agricultural soils,0,0,5.66797902736299,1689.05775015417
LTU,1993,Prescribed Burning of Savannas,0,0,0,0
LTU,1993,Field Burning of Agricultural Residues,0,0,0,0
LTU,1993,Liming,2.69707474575,0,0,2.69707474575
LTU,1993,Urea Application,12.0897810724703,0,0,12.0897810724703
LTU,1993,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1993,Other Sources,0,0,0,0
LTU,1994,Total Agriculture,14.7113889597203,113.77331215472,6.2834709306328,4731.51853015629
LTU,1994,Enteric Fermentation,0,98.5931862876211,0,2464.82965719053
LTU,1994,Manure Management,0,15.1801258670985,1.01462029579121,681.859994823242
LTU,1994,Rice cultivation,0,0,0,0
LTU,1994,Agricultural soils,0,0,5.26885063484159,1570.11748918279
LTU,1994,Prescribed Burning of Savannas,0,0,0,0
LTU,1994,Field Burning of Agricultural Residues,0,0,0,0
LTU,1994,Liming,2.62160788725,0,0,2.62160788725
LTU,1994,Urea Application,12.0897810724703,0,0,12.0897810724703
LTU,1994,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1994,Other Sources,0,0,0,0
LTU,1995,Total Agriculture,15.277207517391,103.398882536868,6.00477984020787,4389.67366332103
LTU,1995,Enteric Fermentation,0,88.7343474523943,0,2218.35868630986
LTU,1995,Manure Management,0,14.6645350844737,0.93332409088534,644.743956195673
LTU,1995,Rice cultivation,0,0,0,0
LTU,1995,Agricultural soils,0,0,5.07145574932253,1511.29381329811
LTU,1995,Prescribed Burning of Savannas,0,0,0,0
LTU,1995,Field Burning of Agricultural Residues,0,0,0,0
LTU,1995,Liming,4.030899543,0,0,4.030899543
LTU,1995,Urea Application,11.246307974391,0,0,11.246307974391
LTU,1995,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1995,Other Sources,0,0,0,0
LTU,1996,Total Agriculture,35.5884970500056,100.341589952613,6.7732977314704,4562.57096984351
LTU,1996,Enteric Fermentation,0,86.1967142371251,0,2154.91785592813
LTU,1996,Manure Management,0,14.1448757154878,0.89240213796495,619.55773000075
LTU,1996,Rice cultivation,0,0,0,0
LTU,1996,Agricultural soils,0,0,5.88089559350545,1752.50688686462
LTU,1996,Prescribed Burning of Savannas,0,0,0,0
LTU,1996,Field Burning of Agricultural Residues,0,0,0,0
LTU,1996,Liming,13.3770388005833,0,0,13.3770388005833
LTU,1996,Urea Application,22.2114582494222,0,0,22.2114582494222
LTU,1996,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1996,Other Sources,0,0,0,0
LTU,1997,Total Agriculture,35.9080353629111,100.587525518153,6.86017020184216,4594.9268934657
LTU,1997,Enteric Fermentation,0,86.5569005275657,0,2163.92251318914
LTU,1997,Manure Management,0,14.0306249905874,0.87761859048782,612.295964730054
LTU,1997,Rice cultivation,0,0,0,0
LTU,1997,Agricultural soils,0,0,5.98255161135434,1782.80038018359
LTU,1997,Prescribed Burning of Savannas,0,0,0,0
LTU,1997,Field Burning of Agricultural Residues,0,0,0,0
LTU,1997,Liming,13.1061459448333,0,0,13.1061459448333
LTU,1997,Urea Application,22.8018894180778,0,0,22.8018894180778
LTU,1997,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1997,Other Sources,0,0,0,0
LTU,1998,Total Agriculture,37.2710705286052,95.7029772936578,6.75250653445035,4442.09245013625
LTU,1998,Enteric Fermentation,0,82.1133990713809,0,2052.83497678452
LTU,1998,Manure Management,0,13.5895782222769,0.82857922789713,586.656065470267
LTU,1998,Rice cultivation,0,0,0,0
LTU,1998,Agricultural soils,0,0,5.92392730655322,1765.33033735286
LTU,1998,Prescribed Burning of Savannas,0,0,0,0
LTU,1998,Field Burning of Agricultural Residues,0,0,0,0
LTU,1998,Liming,13.822518402,0,0,13.822518402
LTU,1998,Urea Application,23.4485521266052,0,0,23.4485521266052
LTU,1998,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1998,Other Sources,0,0,0,0
LTU,1999,Total Agriculture,36.1919788560755,88.0561837748665,6.47314669550503,4166.59428848824
LTU,1999,Enteric Fermentation,0,75.5453350458007,0,1888.63337614502
LTU,1999,Manure Management,0,12.5108487290659,0.73367525096119,531.406443013081
LTU,1999,Rice cultivation,0,0,0,0
LTU,1999,Agricultural soils,0,0,5.73947144454384,1710.36249047406
LTU,1999,Prescribed Burning of Savannas,0,0,0,0
LTU,1999,Field Burning of Agricultural Residues,0,0,0,0
LTU,1999,Liming,9.76315511625667,0,0,9.76315511625667
LTU,1999,Urea Application,26.4288237398189,0,0,26.4288237398189
LTU,1999,Other Carbon-containing Fertilizers,0,0,0,0
LTU,1999,Other Sources,0,0,0,0
LTU,2000,Total Agriculture,35.2273064227746,81.4982170687087,6.39425923768325,3978.1719859701
LTU,2000,Enteric Fermentation,0,70.2073204816301,0,1755.18301204075
LTU,2000,Manure Management,0,11.2908965870786,0.66350289453644,479.996277248824
LTU,2000,Rice cultivation,0,0,0,0
LTU,2000,Agricultural soils,0,0,5.73075634314681,1707.76539025775
LTU,2000,Prescribed Burning of Savannas,0,0,0,0
LTU,2000,Field Burning of Agricultural Residues,0,0,0,0
LTU,2000,Liming,7.67385188551667,0,0,7.67385188551667
LTU,2000,Urea Application,27.553454537258,0,0,27.553454537258
LTU,2000,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2000,Other Sources,0,0,0,0
LTU,2001,Total Agriculture,34.2654353761571,76.7069936231472,6.26474506196152,3818.83430441937
LTU,2001,Enteric Fermentation,0,65.6789991556493,0,1641.97497889123
LTU,2001,Manure Management,0,11.027994467498,0.63637055626251,465.338287453677
LTU,2001,Rice cultivation,0,0,0,0
LTU,2001,Agricultural soils,0,0,5.62837450569901,1677.25560269831
LTU,2001,Prescribed Burning of Savannas,0,0,0,0
LTU,2001,Field Burning of Agricultural Residues,0,0,0,0
LTU,2001,Liming,5.58735004146,0,0,5.58735004146
LTU,2001,Urea Application,28.6780853346971,0,0,28.6780853346971
LTU,2001,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2001,Other Sources,0,0,0,0
LTU,2002,Total Agriculture,41.3860495391441,78.7470915947234,6.55564591881387,3963.64582321376
LTU,2002,Enteric Fermentation,0,67.1107499128781,0,1677.76874782195
LTU,2002,Manure Management,0,11.6363416818453,0.66003769919346,487.599776405783
LTU,2002,Rice cultivation,0,0,0,0
LTU,2002,Agricultural soils,0,0,5.89560821962041,1756.89124944688
LTU,2002,Prescribed Burning of Savannas,0,0,0,0
LTU,2002,Field Burning of Agricultural Residues,0,0,0,0
LTU,2002,Liming,9.05291411277,0,0,9.05291411277
LTU,2002,Urea Application,32.3331354263741,0,0,32.3331354263741
LTU,2002,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2002,Other Sources,0,0,0,0
LTU,2003,Total Agriculture,40.7627334899739,81.3511188843975,6.60898598537844,4044.01852924269
LTU,2003,Enteric Fermentation,0,69.384039895577,0,1734.60099738943
LTU,2003,Manure Management,0,11.9670789888205,0.68539924238344,503.425948950778
LTU,2003,Rice cultivation,0,0,0,0
LTU,2003,Agricultural soils,0,0,5.923586742995,1765.22884941251
LTU,2003,Prescribed Burning of Savannas,0,0,0,0
LTU,2003,Field Burning of Agricultural Residues,0,0,0,0
LTU,2003,Liming,8.14844036424,0,0,8.14844036424
LTU,2003,Urea Application,32.6142931257339,0,0,32.6142931257339
LTU,2003,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2003,Other Sources,0,0,0,0
LTU,2004,Total Agriculture,40.796617521667,82.3851910482108,6.68208998690533,4091.68920982473
LTU,2004,Enteric Fermentation,0,70.4754538956843,0,1761.88634739211
LTU,2004,Manure Management,0,11.9097371525266,0.69530113775533,504.943167864253
LTU,2004,Rice cultivation,0,0,0,0
LTU,2004,Agricultural soils,0,0,5.98678884915,1784.0630770467
LTU,2004,Prescribed Burning of Savannas,0,0,0,0
LTU,2004,Field Burning of Agricultural Residues,0,0,0,0
LTU,2004,Liming,7.90116669657333,0,0,7.90116669657333
LTU,2004,Urea Application,32.8954508250937,0,0,32.8954508250937
LTU,2004,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2004,Other Sources,0,0,0,0
LTU,2005,Total Agriculture,51.8746533266274,81.9146442200909,6.73305490204545,4106.19111963845
LTU,2005,Enteric Fermentation,0,69.8916419173957,0,1747.29104793489
LTU,2005,Manure Management,0,12.0230023026952,0.69491227697551,507.658916106083
LTU,2005,Rice cultivation,0,0,0,0
LTU,2005,Agricultural soils,0,0,6.03814262506994,1799.36650227084
LTU,2005,Prescribed Burning of Savannas,0,0,0,0
LTU,2005,Field Burning of Agricultural Residues,0,0,0,0
LTU,2005,Liming,6.91993115322667,0,0,6.91993115322667
LTU,2005,Urea Application,44.9547221734007,0,0,44.9547221734007
LTU,2005,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2005,Other Sources,0,0,0,0
LTU,2006,Total Agriculture,39.9393959640764,83.7693116482189,6.60417567368412,4102.21653792742
LTU,2006,Enteric Fermentation,0,71.5122089202481,0,1787.8052230062
LTU,2006,Manure Management,0,12.2571027279708,0.71031895277481,518.102616126163
LTU,2006,Rice cultivation,0,0,0,0
LTU,2006,Agricultural soils,0,0,5.89385672090931,1756.36930283097
LTU,2006,Prescribed Burning of Savannas,0,0,0,0
LTU,2006,Field Burning of Agricultural Residues,0,0,0,0
LTU,2006,Liming,7.26300569456,0,0,7.26300569456
LTU,2006,Urea Application,32.6763902695164,0,0,32.6763902695164
LTU,2006,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2006,Other Sources,0,0,0,0
LTU,2007,Total Agriculture,52.5761025311188,84.131992541434,7.04245987794594,4254.52895969486
LTU,2007,Enteric Fermentation,0,72.3104408133872,0,1807.76102033468
LTU,2007,Manure Management,0,11.8215517280467,0.6988390038916,503.792816360865
LTU,2007,Rice cultivation,0,0,0,0
LTU,2007,Agricultural soils,0,0,6.34362087405434,1890.39902046819
LTU,2007,Prescribed Burning of Savannas,0,0,0,0
LTU,2007,Field Burning of Agricultural Residues,0,0,0,0
LTU,2007,Liming,6.719632220884,0,0,6.719632220884
LTU,2007,Urea Application,45.8564703102348,0,0,45.8564703102348
LTU,2007,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2007,Other Sources,0,0,0,0
LTU,2008,Total Agriculture,41.8258048026166,82.1179088148585,6.90294612169213,4151.85146943833
LTU,2008,Enteric Fermentation,0,70.8748538145088,0,1771.87134536272
LTU,2008,Manure Management,0,11.2430550003497,0.67200880238171,481.334998118491
LTU,2008,Rice cultivation,0,0,0,0
LTU,2008,Agricultural soils,0,0,6.23093731931042,1856.81932115451
LTU,2008,Prescribed Burning of Savannas,0,0,0,0
LTU,2008,Field Burning of Agricultural Residues,0,0,0,0
LTU,2008,Liming,10.6422410545367,0,0,10.6422410545367
LTU,2008,Urea Application,31.1835637480799,0,0,31.1835637480799
LTU,2008,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2008,Other Sources,0,0,0,0
LTU,2009,Total Agriculture,47.3702826286889,80.4204529431224,7.29576287060042,4232.01894164567
LTU,2009,Enteric Fermentation,0,69.3929296276461,0,1734.82324069115
LTU,2009,Manure Management,0,11.0275233154763,0.65618370133565,471.230825884931
LTU,2009,Rice cultivation,0,0,0,0
LTU,2009,Agricultural soils,0,0,6.63957916926477,1978.5945924409
LTU,2009,Prescribed Burning of Savannas,0,0,0,0
LTU,2009,Field Burning of Agricultural Residues,0,0,0,0
LTU,2009,Liming,6.85502405214,0,0,6.85502405214
LTU,2009,Urea Application,40.5152585765489,0,0,40.5152585765489
LTU,2009,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2009,Other Sources,0,0,0,0
LTU,2010,Total Agriculture,37.9341286517183,79.3888786643134,7.28443263392502,4193.41702016921
LTU,2010,Enteric Fermentation,0,68.3808198568699,0,1709.52049642175
LTU,2010,Manure Management,0,11.0080588074435,0.65101429855316,469.20373115493
LTU,2010,Rice cultivation,0,0,0,0
LTU,2010,Agricultural soils,0,0,6.63341833537186,1976.75866394081
LTU,2010,Prescribed Burning of Savannas,0,0,0,0
LTU,2010,Field Burning of Agricultural Residues,0,0,0,0
LTU,2010,Liming,6.29209076129333,0,0,6.29209076129333
LTU,2010,Urea Application,31.642037890425,0,0,31.642037890425
LTU,2010,Other Carbon-containing Fertilizers,0,0,0,0
LTU,2010,Other Sources,0,0,0,0
LTU,2011,Total Agriculture,38.6575288556225,78.6803188280888,7.48707324664707,4236.81332705867
LTU,2011,Enteric Fermentation,0,67.7873413672843,0,1694.68353418211
LTU,2011,Manure Management,0,10.8929774608045,0.64044319762376,463.176509411994
LTU,2011,Rice cultivation,0,0,0,0
LTU,2011,Agricultural soils,0,0,6.84663004902331,2040.29575460895
