Cattle Type,Population,kg,VS,B0,IEF,CH4.kt,Type.A,Country,Year,Nitrogen excretion rate,Typical animal mass,Anarobic.Lagoon,Liquid.System,Daily.Spread,Solid.Storage,Pasture,Composting,Digester,Burned,Other,Total.N,Total.N.Vol,Total.N.Leaching,Direct.IEF,Indirect.IEF.Atmos,Indirect.IEF.Leaching,Direct.N2O,Indirect.N2O.Atmos,Indirect.N2O.Leaching,N2O.Vol.IEF,N2O.Runoff.IEF
beef replacements,5073.352445403708,405.540222330523,3.11702312375963,0.17,0.57071803571295,2.8954537421203,Non-Dairy Cattle,USA,2017,,405.540222330523,,,,,254326257.448545,,,,,254326257.448545,,,,,,,,,0,0
steer feedlot,9559.977185445001,470.545569120682,1.83269991199484,0.33,1.91545855458662,18.3117400815135,Non-Dairy Cattle,USA,2017,59.4963651058091,470.545569120682,,3272121.45146999,,565511771.57697,,,,,,568783893.02844,,,2.10147113412902,,,20.0900160981447,,,0,0
heifer feedlot,4786.008316374931,443.571918324216,1.89072300999915,0.33,1.97610680240429,9.45766359035201,Non-Dairy Cattle,USA,2017,58.191589609732,443.571918324216,,1602160.83116559,,276903270.984089,,,,,,278505431.815254,,,2.05538477061557,,,9.83708860551649,,,0,0
bulls,2243.6,916.34,4.77794885773897,0.17,0.92307393989211,2.07100869154193,Non-Dairy Cattle,USA,2017,80.6493329404159,916.34,,,,,180944843.385117,,,,,180944843.385117,,,,,,,,,0,0
dairy cows,9368.5,679.77,7.59576376542568,0.24,132.2292453710893,1238.78968525905,Dairy Cattle,USA,2017,155.572790586449,679.77,552905289.001515,276401872.411909,26195999.0973039,392630271.746211,209350256.352212,,,,,1457483688.60915,,,1.23345140993738,,,11.5555895339983,,,0,0
beef calves,15930.828397192927,122.531770492174,0.94349463278974,0.17,0.1755366176487,2.7964437331851,Non-Dairy Cattle,USA,2017,20.1396281275199,122.531770492174,,,,,308974832.327167,,,,,308974832.327167,,,,,,,,,0,0
dairy calves,4797.312226584896,122.531770492174,0.94349463278974,0.17,0.1755366176487,0.84210396205947,Non-Dairy Cattle,USA,2017,20.1396281275199,122.531770492174,,,,,93042791.239363,,,,,93042791.239363,,,,,,,,,0,0
dairy cattle,,,,,,,Dairy Cattle,USA,2018,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,USA,2018,,,,,,,,,,,,,,,,,,,,,0,0
dairy cattle,IE,IE,IE,IE,IE,IE,Dairy Cattle,USA,2018,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,IE,IE,IE,IE,IE,IE,Non-Dairy Cattle,USA,2018,,,,,,,,,,,,,,,,,,,,,0,0
steer stocker,7632.726162118221,324.343260521656,2.66693838767093,0.17,0.51523810703195,3.93267137926305,Non-Dairy Cattle,USA,2018,40.6508276532378,324.343260521656,,,,,310276635.740626,,,,,310276635.740626,,,,,,,,,0,0
heifer stocker,4595.484882938998,321.817739697202,2.77723733017881,0.17,0.56981101226209,2.61855789298261,Non-Dairy Cattle,USA,2018,,321.817739697202,,,,,199849216.280863,,,,,199849216.280863,,,,,,,,,0,0
beef cows,31466.2,610.89,4.60077607009155,0.17,0.8888451132544,27.9685781026857,Non-Dairy Cattle,USA,2018,70.9140244708849,610.89,,,,,2231394876.80576,,,,,2231394876.80576,,,,,,,,,0,0
dairy replacements,4741.220281249861,407.505652674833,3.43242867941632,0.17,1.85722445329992,8.80551024481878,Non-Dairy Cattle,USA,2018,68.9901876963099,407.505652674833,,1530106.0906356,48924089.1622343,254795159.372903,21848322.4272513,,,,,327097677.053024,,,1.85428964103758,,,8.79159565339888,,,0,0
beef replacements,4864.062953557826,405.540222330523,3.11208504189505,0.17,0.56981101226209,2.77159663527333,Non-Dairy Cattle,USA,2018,,405.540222330523,,,,,244233379.337988,,,,,244233379.337988,,,,,,,,,0,0
steer feedlot,9604.884816921502,470.545569120682,1.8229183275787,0.33,1.89823134351344,18.2322934103167,Non-Dairy Cattle,USA,2018,59.179612763913,470.545569120682,,3275090.5183937,,565138273.589007,,,,,,568413364.107401,,,2.090304844845,,,20.0771372669892,,,0,0
heifer feedlot,5085.21940138727,443.571918324216,1.87911697340374,0.33,1.95673516531787,9.95042762605115,Non-Dairy Cattle,USA,2018,57.9479762784156,443.571918324216,,1697862.09228088,,292980311.149847,,,,,,294678173.242128,,,2.04680160722579,,,10.4084352438552,,,0,0
bulls,2252.3,916.34,4.77948702832684,0.17,0.92337110615048,2.07970874238273,Non-Dairy Cattle,USA,2018,80.6025655585418,916.34,,,,,181541158.407503,,,,,181541158.407503,,,,,,,,,0,0
dairy cows,9432.1,679.77,7.67355354861596,0.24,134.48867466158225,1268.51062827551,Dairy Cattle,USA,2018,156.840612835907,679.77,561120621.346429,279217026.596333,26281336.5896183,400846065.532698,211871294.264475,,,,,1479336344.32955,,,1.24721188580496,,,11.763827228101,,,0,0
beef calves,16220.63200820777,122.531770492174,0.94349463278974,0.17,0.1755366176487,2.84731487884503,Non-Dairy Cattle,USA,2018,20.1396281275199,122.531770492174,,,,,314595508.156987,,,,,314595508.156987,,,,,,,,,0,0
dairy calves,4832.598831146403,122.531770492174,0.94349463278974,0.17,0.1755366176487,0.8482980532725,Non-Dairy Cattle,USA,2018,20.1396281275199,122.531770492174,,,,,93727166.9953473,,,,,93727166.9953473,,,,,,,,,0,0
dairy cattle,,,,,,,Dairy Cattle,USA,2019,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,USA,2019,,,,,,,,,,,,,,,,,,,,,0,0
dairy cattle,IE,IE,IE,IE,IE,IE,Dairy Cattle,USA,2019,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,IE,IE,IE,IE,IE,IE,Non-Dairy Cattle,USA,2019,,,,,,,,,,,,,,,,,,,,,0,0
steer stocker,7745.205199095377,324.343260522,2.67317077170455,0.17,0.51917541799433,4.0211201466922,Non-Dairy Cattle,USA,2019,40.7315193165883,324.343260522,,,,,317143607.636035,,,,,317143607.636035,,,,,,,,,0,0
heifer stocker,4499.971995283691,321.817739697,2.77941036681525,0.17,0.57736995957716,2.59814864901528,Non-Dairy Cattle,USA,2019,,321.817739697,,,,,197811415.125018,,,,,197811415.125018,,,,,,,,,0,0
beef cows,31690.7,610.89,4.60042537564553,0.17,0.8887773609796,28.1659767135963,Non-Dairy Cattle,USA,2019,71.0029352627336,610.89,,,,,2250132720.53071,,,,,2250132720.53071,,,,,,,,,0,0
dairy replacements,4695.181175849024,407.505652675,3.430203021297,0.17,1.72735318823306,8.11023617343468,Non-Dairy Cattle,USA,2019,68.9393519223563,407.505652675,,1500138.32947307,47216942.330054,252467473.215808,21262779.0598506,,,,,322447332.935185,,,1.85470506095344,,,8.70817628894049,,,0,0
beef replacements,4700.761185405059,405.540222331,3.11360634255969,0.17,0.56918723983393,2.67561328423918,Non-Dairy Cattle,USA,2019,,405.540222331,,,,,235519905.642513,,,,,235519905.642513,,,,,,,,,0,0
steer feedlot,9713.63797766739,470.545569121,1.82603239304531,0.33,1.89323303147855,18.3901802751444,Non-Dairy Cattle,USA,2019,59.2995935796272,470.545569121,,3320546.12315288,,572269636.44785,,,,,,575590182.571002,,,2.09300776302585,,,20.3307196944805,,,0,0
heifer feedlot,5203.477136210615,443.571918324,1.8774143225741,0.33,1.95016179344244,10.1476223040892,Non-Dairy Cattle,USA,2019,57.9433273885326,443.571918324,,1741467.66241438,,300134919.53858,,,,,,301876387.200994,,,2.04915527194877,,,10.6627326061309,,,0,0
bulls,2253.0,916.34,4.77431349142595,0.17,0.92237160673505,2.07810322997407,Non-Dairy Cattle,USA,2019,80.7218395188306,916.34,,,,,181866304.435925,,,,,181866304.435925,,,,,,,,,0,0
dairy cows,9353.4,679.77,7.73642599638416,0.24,131.26956459226483,1227.81674545729,Dairy Cattle,USA,2019,157.847439283185,679.77,561779591.263009,277741668.968455,26081252.4787312,402129660.760953,208678065.120193,,,,,1476410238.59134,,,1.25987908337704,,,11.7841530184588,,,0,0
beef calves,15892.285680519026,122.531770492,0.9434946327884,0.17,0.17833486069864,2.8341485530183,Non-Dairy Cattle,USA,2019,20.1396281274914,122.531770492,,,,,313140780.759328,,,,,313140780.759328,,,,,,,,,0,0
dairy calves,4833.565510192896,122.531770492,0.9434946327884,0.17,0.17497114993283,0.84573451559413,Non-Dairy Cattle,USA,2019,20.1396281274914,122.531770492,,,,,93443925.6002353,,,,,93443925.6002353,,,,,,,,,0,0
dairy cattle,,,,,,,Dairy Cattle,USA,2020,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,USA,2020,,,,,,,,,,,,,,,,,,,,,0,0
dairy cattle,IE,IE,IE,IE,IE,IE,Dairy Cattle,USA,2020,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,IE,IE,IE,IE,IE,IE,Non-Dairy Cattle,USA,2020,,,,,,,,,,,,,,,,,,,,,0,0
steer stocker,7600.453362020301,324.343260522,2.66742963506876,0.17,0.51533301337869,3.9167645340941,Non-Dairy Cattle,USA,2020,40.7291539595604,324.343260522,,,,,309560035.144183,,,,,309560035.144183,,,,,,,,,0,0
heifer stocker,4446.766537328731,321.817739697,2.77388634798965,0.17,0.56949949227338,2.53243128526696,Non-Dairy Cattle,USA,2020,,321.817739697,,,,,192787185.059809,,,,,192787185.059809,,,,,,,,,0,0
beef cows,31338.7,610.89,4.60441679844522,0.17,0.88954848232878,27.877293023157,Non-Dairy Cattle,USA,2020,71.0013010072287,610.89,,,,,2225088471.87524,,,,,2225088471.87524,,,,,,,,,0,0
dairy replacements,4637.18564062085,407.505652675,3.435947279021,0.17,1.86253897889066,8.63693900800841,Non-Dairy Cattle,USA,2020,69.0709514456717,407.505652675,,1492881.6320673,46630471.1779648,251613148.990413,20558322.3673848,,,,,320294824.167829,,,1.87137094414585,,,8.6778944704682,,,0,0
beef replacements,4619.220773091431,405.540222331,3.11522519120143,0.17,0.56949949227338,2.6306438849742,Non-Dairy Cattle,USA,2020,,405.540222331,,,,,231252630.352608,,,,,231252630.352608,,,,,,,,,0,0
steer feedlot,9684.982041341478,470.545569121,1.83773701640402,0.33,1.9397187273015,18.7861410391688,Non-Dairy Cattle,USA,2020,60.0659770059,470.545569121,,3347598.17262485,,578390310.425146,,,,,,581737908.597771,,,2.12156420697602,,,20.5473112441156,,,0,0
heifer feedlot,5250.0013525191525,443.571918324,1.88605218027203,0.33,1.99045004071139,10.4498654058566,Non-Dairy Cattle,USA,2020,58.6075145589433,443.571918324,,1770833.74834488,,305918696.953892,,,,,,307689530.702237,,,2.07005330800908,,,10.8677826668344,,,0,0
bulls,2237.4,916.34,4.77649746003567,0.17,0.92279353768685,2.06465826122055,Non-Dairy Cattle,USA,2020,80.6821249319963,916.34,,,,,180518186.322848,,,,,180518186.322848,,,,,,,,,0,0
dairy cows,9342.6,679.77,7.83747383784321,0.24,134.84871514685847,1259.83760613104,Dairy Cattle,USA,2020,159.456021282123,679.77,568629008.794704,278663903.506292,25966026.975826,408184594.116008,208290291.037528,,,,,1489733824.43036,,,1.27763774873627,,,11.9364584313435,,,0,0
beef calves,15634.801071384263,122.531770492,0.9434946327884,0.17,0.1755366176487,2.74448009768106,Non-Dairy Cattle,USA,2020,20.1396281274914,122.531770492,,,,,303233448.949256,,,,,303233448.949256,,,,,,,,,0,0
dairy calves,4824.661857093599,122.531770492,0.9434946327884,0.17,0.1755366176487,0.8469048236929,Non-Dairy Cattle,USA,2020,20.1396281274914,122.531770492,,,,,93573231.1694123,,,,,93573231.1694123,,,,,,,,,0,0
dairy cattle,,,,,,,Dairy Cattle,USA,2021,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,USA,2021,,,,,,,,,,,,,,,,,,,,,0,0
dairy cattle,IE,IE,IE,IE,IE,IE,Dairy Cattle,USA,2021,,,,,,,,,,,,,,,,,,,,,0,0
non-dairy cattle,IE,IE,IE,IE,IE,IE,Non-Dairy Cattle,USA,2021,,,,,,,,,,,,,,,,,,,,,0,0
steer stocker,7713.762662377845,324.343260522,2.66742963506876,0.17,0.51533301337869,3.97515655729119,Non-Dairy Cattle,USA,2021,40.7291539595604,324.343260522,,,,,315202060.806254,,,,,315202060.806254,,,,,,,,,0,0
heifer stocker,4566.665713753583,321.817739697,2.77388634798965,0.17,0.56949949227338,2.60071380536491,Non-Dairy Cattle,USA,2021,,321.817739697,,,,,195476393.026964,,,,,195476393.026964,,,,,,,,,0,0
beef cows,30843.6,610.89,4.60441679844522,0.17,0.88954848232878,27.43687756955602,Non-Dairy Cattle,USA,2021,71.0013010072287,610.89,,,,,2191101482.94836,,,,,2191101482.94836,,,,,,,,,0,0
dairy replacements,4562.4402273273245,407.505652675,3.435947279021,0.17,1.86253897889067,8.49772276225594,Non-Dairy Cattle,USA,2021,69.0709514456717,407.505652675,,1464586.80981391,45746676.4649536,246844285.086954,20168677.2242479,,,,,314224225.58597,,,1.87137094414585,,,8.53801807582254,,,0,0
beef replacements,4614.608629573048,405.540222331,3.11522519120143,0.17,0.56949949227338,2.6280172715822,Non-Dairy Cattle,USA,2021,,405.540222331,,,,,234478396.711387,,,,,234478396.711387,,,,,,,,,0,0
steer feedlot,9691.391254642407,470.545569121,1.83773701640402,0.33,1.93971872730151,18.79857311023592,Non-Dairy Cattle,USA,2021,60.0659770059,470.545569121,,3183265.6051057,,550001052.971636,,,,,,553184318.576742,,,2.12156420697602,,,20.5609088016498,,,0,0
heifer feedlot,5253.475636555491,443.571918324,1.88605218027203,0.33,1.9904500407114,10.4567807946582,Non-Dairy Cattle,USA,2021,58.6075145589433,443.571918324,,1687038.93692712,,291448924.519704,,,,,,293135963.456631,,,2.07005330800909,,,10.8749746199969,,,0,0
bulls,2210.5,916.34,4.77649746003567,0.17,0.92279353768684,2.03983511505677,Non-Dairy Cattle,USA,2021,80.6821249319963,916.34,,,,,178347837.162178,,,,,178347837.162178,,,,,,,,,0,0
dairy cows,9442.4,679.77,7.83747383784321,0.24,134.84871514685847,1273.2955079026965,Dairy Cattle,USA,2021,159.456021282123,679.77,567230116.925506,278350119.880178,25948366.5329057,407826858.749503,208379783.361642,,,,,1487735245.44973,,,1.27763774873627,,,12.0639666786673,,,0,0
beef calves,15630.539716699912,122.531770492,0.9434946327884,0.17,0.1755366176487,2.74373207389318,Non-Dairy Cattle,USA,2021,20.1396281274914,122.531770492,,,,,303150800.933959,,,,,303150800.933959,,,,,,,,,0,0
dairy calves,4823.346867839097,122.531770492,0.9434946327884,0.17,0.1755366176487,0.84667399492693,Non-Dairy Cattle,USA,2021,20.1396281274914,122.531770492,,,,,93547727.248694,,,,,93547727.248694,,,,,,,,,0,0
dairy cattle,6354.555,566.89073,2.959,0.23,13.87508814191239,88.1700107276301,Dairy Cattle,DEU,1990,91.97696,566.89073,,309248720.36189,,156274487.24746,118596289.43691,,17437.99765,,335742.95247,584472677.99638,,,0.50472996649506,,,3.20733433224099,,,0.00286131433422251,1.03429021618314e-06
non-dairy cattle,13133.441,316.3,1.26851,0.23,7.29809156769921,95.84905501697513,Non-Dairy Cattle,DEU,1990,37.90428,316.3,,281979269.5904,,99828864.06418,75272112.77102,,14461.52247,,40718979.46611,497813687.41418,,,0.25113103327658,,,3.29821460880705,,,0.00286131433422251,1.03429021618314e-06
dairy cattle,5632.212,564.5069,3.02055,0.23,14.44787407667119,81.3734897491164,Dairy Cattle,DEU,1991,93.57495,564.5069,,281151543.8635,,136936011.57367,108583224.89471,,43673.76543,,319498.34111,527033952.43842,,,0.50438200652715,,,2.84078638974632,,,0.00281408490786322,9.71429319157167e-07
non-dairy cattle,11501.582,315.1,1.26529,0.23,7.42906048624592,85.44594836551734,Non-Dairy Cattle,DEU,1991,37.77624,315.1,,250721439.43085,,84306684.5139,65812331.84583,,33818.13301,,33612289.52494,434486563.44853,,,0.24540196979436,,,2.8225108785513,,,0.00281408490786322,9.71429319157167e-07
dairy cattle,5365.182,575.33176,3.09624,0.23,14.82733869916391,79.5513706966576,Dairy Cattle,DEU,1992,95.61844,575.33176,,274551366.07008,,132466155.22602,105620529.60449,,61472.77202,,310816.58136,513010340.25397,,,0.51442835210816,,,2.76000173502036,,,0.00282086817589679,9.4414683737967e-07
non-dairy cattle,10842.158,322.7,1.30261,0.23,7.70557551684049,83.54506723451625,Non-Dairy Cattle,DEU,1992,38.99132,322.7,,239031095.73719,,78830693.98893,67193999.45294,,43368.34553,,37650937.35864,422750094.88323,,,0.25546914418255,,,2.769836825352,,,0.00282086817589679,9.4414683737967e-07
dairy cattle,5301.0,586.65971,3.16507,0.23,15.10788364415229,80.0868911976513,Dairy Cattle,DEU,1993,97.6244,586.65971,,276318764.66096,,134360469.81112,106432329.0073,,81760.38832,,313607.82717,517506931.69487,,,0.52602059384939,,,2.7884351679956,,,0.00280088150026667,9.47972025394224e-07
non-dairy cattle,10595.62,327.7,1.32529,0.23,7.78664980273841,82.50438238289118,Non-Dairy Cattle,DEU,1993,39.65254,327.7,,233610988.42799,,79118704.28969,68612498.60287,,55041.56049,,38745986.52078,420143219.40182,,,0.26037049965576,,,2.75878687356253,,,0.00280088150026667,9.47972025394224e-07
dairy cattle,5273.295,585.76905,3.22302,0.23,18.49978926374119,97.5548462255401,Dairy Cattle,DEU,1994,97.32916,585.76905,,355112692.35239,,77250905.56897,79975528.23351,,108747.94888,,797495.9963,513245370.10005,,,0.54331545687245,,,2.86506268214823,,,0.00273731171006825,6.71548424485076e-07
non-dairy cattle,10688.942,329.6,1.32435,0.23,7.54778024106508,80.6777852254906,Non-Dairy Cattle,DEU,1994,39.75966,329.6,,232779071.84978,,78890143.54386,71379870.94029,,60156.76232,,41879410.15676,424988653.25301,,,0.26879662675382,,,2.87315155316718,,,0.00273731171006825,6.71548424485076e-07
dairy cattle,5229.396,581.86103,3.2566,0.23,18.68698051710471,97.7216211682253,Dairy Cattle,DEU,1995,97.90416,581.86103,,354474282.10705,,76748528.92731,79700480.42975,,266443.15148,,789870.97268,511979605.58827,,,0.54612114838566,,,2.85588374888337,,,0.00272258444301823,6.75045823231401e-07
non-dairy cattle,10660.52,328.6,1.33039,0.23,7.53736765508661,80.3522586344039,Non-Dairy Cattle,DEU,1995,39.88857,328.6,,228004080.83006,,79246593.46927,73765304.44833,,144303.31279,,44072644.07529,425232926.13574,,,0.27096394834519,,,2.88861659061288,,,0.00272258444301823,6.75045823231401e-07
dairy cattle,5194.739,582.89149,3.30129,0.23,18.9236251758266,98.3032937222483,Dairy Cattle,DEU,1996,99.06288,582.89149,,356203437.09912,,77209748.5445,79952750.89954,,449748.5041,,790134.01931,514605819.06657,,,0.55283914442185,,,2.8718550642548,,,0.00272605004979583,6.71831533996807e-07
non-dairy cattle,10564.8951428571,328.9,1.33541,0.23,7.51183059216699,79.3617025371504,Non-Dairy Cattle,DEU,1996,40.05967,328.9,,224948990.73752,,79904397.32106,74848324.74399,,234754.71655,,43289732.63652,423226200.15564,,,0.27078512701966,,,2.86081647320799,,,0.00272605004979583,6.71831533996807e-07
dairy cattle,5026.373,579.10239,3.3243,0.23,19.03488603527301,95.6764372257733,Dairy Cattle,DEU,1997,99.47266,579.10239,,346067222.82073,,75222631.13365,77354026.00342,,576971.36936,,765819.0393,499986670.36646,,,0.55625858156968,,,2.79596311542014,,,0.00274225301389871,6.66863288848403e-07
non-dairy cattle,10201.2898571429,328.3,1.33741,0.23,7.49563014147427,76.46509573511612,Non-Dairy Cattle,DEU,1997,40.07933,328.3,,214906733.43478,,77401967.75087,73661252.64857,,289956.8983,,42600921.72042,408860832.45294,,,0.27127988900244,,,2.76740478012744,,,0.00274225301389871,6.66863288848403e-07
dairy cattle,4832.973,584.78833,3.42571,0.23,19.9259788393588,96.3017177291924,Dairy Cattle,DEU,1998,102.60427,584.78833,,349229737.86807,,69420714.42564,75150540.8261,,1305315.1318,,777370.79929,495883679.0509,,,0.57307740179962,,,2.76966760980771,,,0.0027497141875541,6.25877362724682e-07
non-dairy cattle,10109.8195714286,333.3,1.35252,0.23,7.57146653161572,76.54616052574524,Non-Dairy Cattle,DEU,1998,40.62901,333.3,,214407730.7251,,75868975.51928,75956342.77292,,656089.74959,,43862788.70759,410751927.47448,,,0.27422302043204,,,2.77234525890008,,,0.0027497141875541,6.25877362724682e-07
dairy cattle,4765.136,587.99285,3.42825,0.23,19.92520324839979,94.9463033062668,Dairy Cattle,DEU,1999,102.51256,587.99285,,343917907.1316,,68531837.66692,73778003.36371,,1490742.33955,,767778.90456,488486269.40634,,,0.57356059710996,,,2.73309424947016,,,0.0027444907348382,6.31813448567845e-07
non-dairy cattle,10131.1062857143,335.0,1.3559,0.23,7.60210286580805,77.01771212843464,Non-Dairy Cattle,DEU,1999,40.72692,335,,212596062.83511,,76040294.35557,76667905.77975,,743885.60656,,46560575.05874,412608723.63573,,,0.27776211747543,,,2.8140375342886,,,0.0027444907348382,6.31813448567845e-07
dairy cattle,4569.752,591.09641,3.46948,0.23,20.60539284723339,94.1615351744305,Dairy Cattle,DEU,2000,103.84721,591.09641,,341838888.90609,,69180058.82862,60366024.34212,,2409378.74229,,761657.003,474556007.82212,,,0.59678584610825,,,2.72716331382485,,,0.00275017828868756,6.59371372042775e-07
non-dairy cattle,9968.947,338.1,1.37927,0.23,7.67761371109651,76.53772417239442,Non-Dairy Cattle,DEU,2000,41.30739,338.1,,205315255.12801,,79020799.90126,78015383.26829,,1148258.49049,,48291531.52068,411791228.30873,,,0.28183763663899,,,2.80962446225939,,,0.00275017828868756,6.59371372042775e-07
dairy cattle,4548.587,599.27136,3.53062,0.23,21.0713606219885,95.8449169974888,Dairy Cattle,DEU,2001,105.94555,599.27136,,346842223.52139,,70693702.19599,60143676.27553,,3460379.21507,,762569.26348,481902550.47146,,,0.60645870023201,,,2.75853015991221,,,0.00275336144958724,6.84122500176081e-07
non-dairy cattle,10055.125,342.4,1.39809,0.23,7.72277140233087,77.65343179686214,Non-Dairy Cattle,DEU,2001,41.78252,342.4,,205094209.20444,,83962874.59377,79367184.09989,,1603665.4641,,50100490.15459,420128423.51679,,,0.28543810491785,,,2.87011582471211,,,0.00275336144958724,6.84122500176081e-07
dairy cattle,4427.4,596.06423,3.53611,0.23,21.1661419201055,93.7109767370751,Dairy Cattle,DEU,2002,105.99866,596.06423,,336859614.48397,,69649652.67646,56990809.45284,,5055520.30682,,742873.63124,469298470.55133,,,0.60704838918568,,,2.6876460382807,,,0.00278470299811662,7.01312842124645e-07
non-dairy cattle,9561.098,337.5,1.37766,0.23,7.5346198117858,72.03923841322559,Non-Dairy Cattle,DEU,2002,41.32096,337.5,,188008765.35676,,82472337.16065,74382784.76974,,2244632.05688,,47965250.76345,395073770.10748,,,0.2833555334944,,,2.70919002458221,,,0.00278470299811662,7.01312842124645e-07
dairy cattle,4371.958,592.78901,3.59383,0.23,21.58746486160999,94.3794897014347,Dairy Cattle,DEU,2003,107.59986,592.78901,,337247275.54237,,70274925.94331,56048912.35985,,6118068.37289,,732894.88635,470422077.10477,,,0.61406907193887,,,2.68468419161571,,,0.00278624040450225,6.60672987339908e-07
non-dairy cattle,9272.64,337.0,1.37349,0.23,7.69079749706921,71.31399650322383,Non-Dairy Cattle,DEU,2003,41.23294,337,,177561158.10026,,71907236.90439,71634395.613,,2551830.52834,,58683572.22178,382338193.36777,,,0.29743071518245,,,2.75796794682942,,,0.00278624040450225,6.60672987339908e-07
dairy cattle,4285.122,590.02601,3.60577,0.23,21.67843862597191,92.894754281802,Dairy Cattle,DEU,2004,108.16072,590.02601,,330622725.79265,,69990843.64936,54050462.92614,,8099863.19461,,717979.00376,463481874.56652,,,0.6163446610565,,,2.64111206667576,,,0.0027965885287512,6.85352331525776e-07
non-dairy cattle,8911.909,335.5,1.36738,0.23,7.54072331062405,67.20223993846024,Non-Dairy Cattle,DEU,2004,41.11565,335.5,,164331383.48746,,72309142.31669,69798863.5711,,3170466.87366,,56809031.51211,366418887.76102,,,0.29665271868386,,,2.64374203351316,,,0.0027965885287512,6.85352331525776e-07
dairy cattle,4236.394,592.34564,3.6302,0.23,21.58105884193819,91.4258681916339,Dairy Cattle,DEU,2005,108.91882,592.34564,,322453554.78945,,70409525.02641,52440727.76226,,15410278.43713,,708932.39994,461423018.41519,,,0.62242558636633,,,2.63684001952882,,,0.00282743147337999,6.97450957738243e-07
non-dairy cattle,8800.415,334.9,1.36931,0.23,7.40884852291425,65.20094167378242,Non-Dairy Cattle,DEU,2005,41.21354,334.9,,155318242.09943,,74378032.724,68928327.42943,,7109056.97277,,56962572.1208,362696231.34643,,,0.2992585134273,,,2.63359911044334,,,0.00282743147337999,6.97450957738243e-07
dairy cattle,4081.794,591.81715,3.66585,0.23,21.4992618771365,87.7555581345245,Dairy Cattle,DEU,2006,109.86901,591.81715,,304746171.05187,,68882181.53473,49676495.24248,,24476829.73477,,680974.46288,448462652.02673,,,0.62548769482168,,,2.55311191979695,,,0.00283847023394837,7.21238581240512e-07
non-dairy cattle,8668.452,337.9,1.38369,0.23,7.33538228284265,63.58640922047193,Non-Dairy Cattle,DEU,2006,41.6123,337.9,,148027201.37999,,76886586.42111,68864325.05525,,10328180.22941,,56607947.26893,360714240.35469,,,0.30117719009778,,,2.61074001585752,,,0.00283847023394837,7.21238581240512e-07
dairy cattle,4071.199,593.91892,3.70826,0.23,21.34489295344281,86.8993068471634,Dairy Cattle,DEU,2007,110.90542,593.91892,,295725505.45609,,69757006.3605,48941002.59454,,36415681.85402,,678849.18128,451518045.44643,,,0.62767182913602,,,2.55537692310675,,,0.00284268256510797,7.39311401155958e-07
non-dairy cattle,8616.99,340.0,1.39924,0.23,7.2603552626583,62.56240869477395,Non-Dairy Cattle,DEU,2007,42.0375,340,,141408918.88564,,79971693.60288,69620608.29168,,13941206.33343,,57294328.40288,362236755.51651,,,0.30415276498174,,,2.62088133432003,,,0.00284268256510797,7.39311401155958e-07
dairy cattle,4217.711,589.63329,3.6543,0.23,20.80993796016749,87.770304243916,Dairy Cattle,DEU,2008,108.27221,589.63329,,291724632.73223,,70871043.32964,48861346.64795,,44524881.41971,,678973.18544,456660877.31497,,,0.6061176269594,,,2.55642898252055,,,0.00283661646867778,7.6819152346452e-07
non-dairy cattle,8753.758,334.9,1.37746,0.23,7.03395670958718,61.57355481820242,Non-Dairy Cattle,DEU,2008,41.59693,334.9,,135087650.74028,,83109800.5263,70219398.05789,,16284308.26837,,59428329.84695,364129487.43979,,,0.30308951673837,,,2.65317228186464,,,0.00283661646867778,7.6819152346452e-07
dairy cattle,4205.493,588.41047,3.69385,0.23,20.631390947806,86.7651702112615,Dairy Cattle,DEU,2009,109.05859,588.41047,,282260879.47662,,71745748.18969,47098184.78325,,56869420.69283,,670904.43568,458645137.57807,,,0.60359979400954,,,2.53843470850858,,,0.00282470831701047,7.90030105812278e-07
non-dairy cattle,8741.522,335.7,1.38414,0.23,6.90856779215016,60.39139734357205,Non-Dairy Cattle,DEU,2009,41.79841,335.7,,128025078.6661,,86067369.24081,70633865.71361,,20346677.10401,,60308699.35125,365381690.07578,,,0.30474765482466,,,2.66395832909815,,,0.00282470831701047,7.90030105812278e-07
dairy cattle,4183.111,592.5723,3.74726,0.23,20.5789327192207,86.083959826032,Dairy Cattle,DEU,2010,110.19643,592.5723,,274205847.87865,,68014808.07854,46046097.47012,,70392209.60085,,2304944.83174,460963907.8599,,,0.6006037370809,,,2.51239209922422,,,0.00278026560593542,7.51447827036486e-07
non-dairy cattle,8628.744,337.1,1.39351,0.23,6.91418413444891,59.66072486502121,Non-Dairy Cattle,DEU,2010,42.11162,337.1,,123265900.21797,,81155691.48443,71157633.77464,,25480435.90755,,62310723.99553,363370385.38012,,,0.30646007526168,,,2.64436553565378,,,0.00278026560593542,7.51447827036486e-07
