Country,Year,CO2eq,CO2eq.2005,d.2005,GDP,t.CO2,EM.IN
AUT,2005,74.17,74.17,0,3.39655e+11,74170000,218.368638765807
AUT,2006,81.09,74.17,9.32991775650533,3.51387e+11,81090000,230.771200983531
AUT,2007,81.7,74.17,10.1523527032493,3.64485e+11,81700000,224.151885537128
AUT,2008,74.4,74.17,0.310098422542812,3.69808e+11,74400000,201.185480032882
AUT,2009,72.09,74.17,-2.80436834299582,3.55886e+11,72090000,202.564866277403
AUT,2010,64.93,74.17,-12.4578670621545,3.62424e+11,64930000,179.154802110236
AUT,2011,67.15,74.17,-9.46474315761089,3.73017e+11,67150000,180.018605050172
AUT,2012,74.02,74.17,-0.20223810165836,3.75555e+11,74020000,197.094966116814
AUT,2013,73.99,74.17,-0.242685721990032,3.75651e+11,73990000,196.96473588517
AUT,2014,69.05,74.17,-6.9030605366051,3.78135e+11,69050000,182.606740978751
AUT,2015,72.32,74.17,-2.49426992045303,3.81971e+11,72320000,189.333745231968
AUT,2016,72.83,74.17,-1.80666037481462,3.8957e+11,72830000,186.949713786996
AUT,2017,78.88,74.17,6.35027639207226,3.98369e+11,78880000,198.007375071855
AUT,2018,83.78,74.17,12.9567210462451,4.08031e+11,83780000,205.327536388167
AUT,2019,82.13,74.17,10.7321019280032,4.14222e+11,82130000,198.275320963155
AUT,2020,68.69,74.17,-7.38843198058515,3.87489e+11,68690000,177.269548296855
AUT,2021,67.13,74.17,-9.49170823783201,4.05146e+11,67130000,165.693354988078
BEL,2005,143.65,143.65,0,4.02652e+11,143650000,356.759683299723
BEL,2006,140.97,143.65,-1.86564566655065,4.12929e+11,140970000,341.390408520593
BEL,2007,137.65,143.65,-4.17681865645667,4.28112e+11,137650000,321.528011361513
BEL,2008,137.67,143.65,-4.16289592760182,4.30025e+11,137670000,320.144177664089
BEL,2009,125.25,143.65,-12.8089105464671,4.21336e+11,125250000,297.26868817286
BEL,2010,133.28,143.65,-7.21893491124261,4.33404e+11,133280000,307.519081503632
BEL,2011,122.9,143.65,-14.4448311869126,4.40748e+11,122900000,278.844146768675
BEL,2012,120.17,143.65,-16.3452836756004,4.44006e+11,120170000,270.649495727535
BEL,2013,119.6,143.65,-16.7420814479638,4.46045e+11,119600000,268.134381060207
BEL,2014,113.97,143.65,-20.6613296206056,4.53086e+11,113970000,251.541649929594
BEL,2015,118.13,143.65,-17.7654020187957,4.62336e+11,118130000,255.506817552602
BEL,2016,116.65,143.65,-18.795683954055,4.68192e+11,116650000,249.149921399768
BEL,2017,116.26,143.65,-19.0671771667247,4.75775e+11,116260000,244.359203404971
BEL,2018,116.98,143.65,-18.5659589279499,4.84305e+11,116980000,241.542003489537
BEL,2019,115.98,143.65,-19.2620953706927,4.95158e+11,115980000,234.228266533107
BEL,2020,106.94,143.65,-25.5551688130874,4.6861e+11,106940000,228.206824438232
BEL,2021,110.63,143.65,-22.9864253393665,4.97354e+11,110630000,222.437137330754
BGR,2005,45.9,45.9,0,40066366470,45900000,1145.59926551782
BGR,2006,49.95,45.9,8.82352941176472,42791916799,49950000,1167.27652642023
BGR,2007,52.93,45.9,15.3159041394336,45639456472,52930000,1159.74211990173
BGR,2008,53.23,45.9,15.9694989106754,48436954205,53230000,1098.95431852949
BGR,2009,44.27,45.9,-3.5511982570806,46815700521,44270000,945.622932207154
BGR,2010,47.51,45.9,3.50762527233115,47537505668,47510000,999.42139017154
BGR,2011,56.21,45.9,22.4618736383442,48536366470,56210000,1158.10070032216
BGR,2012,51.65,45.9,12.5272331154684,48902782249,51650000,1056.17712581284
BGR,2013,47.57,45.9,3.63834422657952,48628685105,47570000,978.229205607471
BGR,2014,49.37,45.9,7.5599128540305,49098860803,49370000,1005.52231136457
BGR,2015,52.73,45.9,14.880174291939,50781996713,52730000,1038.36011604682
BGR,2016,48.29,45.9,5.20697167755991,52325680685,48290000,922.873804369699
BGR,2017,50.29,45.9,9.56427015250545,53771005441,50290000,935.262407454525
BGR,2018,45.8,45.9,-0.21786492374728,55214628202,45800000,829.490326955439
BGR,2019,44.58,45.9,-2.87581699346405,57444273407,44580000,776.056469269705
BGR,2020,38.58,45.9,-15.9477124183007,55170276015,38580000,699.289595533484
BGR,2021,44.77,45.9,-2.46187363834422,59382311267,44770000,753.928216076016
BLR,2005,52.46,52.46,0,37496129068,52460000,1399.07775292918
BLR,2006,53.05,52.46,1.12466641250476,41245740030,53050000,1286.1934338289
BLR,2007,49.1,52.46,-6.40487990850172,44792876368,49100000,1096.15644230155
BLR,2008,52.13,52.46,-0.629050705299273,49361749507,52130000,1056.08088288296
BLR,2009,47,52.46,-10.4079298513153,49460470691,4.7e+07,950.253795472923
BLR,2010,45.74,52.46,-12.8097598170034,53317530167,45740000,857.879197643518
BLR,2011,46.09,52.46,-12.1425848265345,56185324134,46090000,820.320977237348
BLR,2012,48.99,52.46,-6.61456347693481,57133246704,48990000,857.469211470003
BLR,2013,48.44,52.46,-7.66298131910027,57706562175,48440000,839.419264885363
BLR,2014,47.77,52.46,-8.94014487228364,58702799524,47770000,813.760167953655
BLR,2015,44.5,52.46,-15.1734654975219,56454734397,44500000,788.24212841155
BLR,2016,47.45,52.46,-9.55013343499809,55028435772,47450000,862.281461108583
BLR,2017,52.29,52.46,-0.324056423942054,56421856743,52290000,926.768508136475
BLR,2018,52.29,52.46,-0.324056423942054,58198692498,52290000,898.473793063254
BLR,2019,56.66,52.46,8.00609988562714,59013474193,56660000,960.119714604446
BLR,2020,52.49,52.46,0.0571864277544818,58600611434,52490000,895.724442382616
BLR,2021,48.91,52.46,-6.76706061761343,59948354832,48910000,815.868928130989
CAN,2005,726.68,726.68,0,1.32166e+12,726680000,549.823706550853
CAN,2006,705.96,726.68,-2.85132382892056,1.35647e+12,705960000,520.439080849558
CAN,2007,731.19,726.68,0.620630814113517,1.38454e+12,731190000,528.110419345053
CAN,2008,709.43,726.68,-2.37380965486872,1.39849e+12,709430000,507.282855079407
CAN,2009,640.75,726.68,-11.8250123850938,1.35754e+12,640750000,471.99345875628
CAN,2010,683.69,726.68,-5.91594649639455,1.39948e+12,683690000,488.531454540258
CAN,2011,699.36,726.68,-3.75956404469642,1.44352e+12,699360000,484.482376413212
CAN,2012,695.18,726.68,-4.33478284802114,1.46896e+12,695180000,473.246378390154
CAN,2013,703.36,726.68,-3.20911542907469,1.50317e+12,703360000,467.91780038186
CAN,2014,680.88,726.68,-6.30263664886882,1.54632e+12,680880000,440.322830979357
CAN,2015,722.94,726.68,-0.514669455606305,1.55651e+12,722940000,464.462162144798
CAN,2016,693.97,726.68,-4.5012935542467,1.5721e+12,693970000,441.428662298836
CAN,2017,696.01,726.68,-4.22056476027962,1.61989e+12,696010000,429.664977251542
CAN,2018,713.32,726.68,-1.83849837617657,1.66487e+12,713320000,428.453873275391
CAN,2019,704.86,726.68,-3.00269719821654,1.69616e+12,704860000,415.562211112159
CAN,2020,645.4,726.68,-11.1851158694336,1.6074e+12,645400000,401.517979345527
CAN,2021,653.13,726.68,-10.1213739197446,1.68039e+12,653130000,388.677628407691
CHE,2005,53.2,53.2,0,5.67325e+11,53200000,93.7734103027365
CHE,2006,53.84,53.2,1.20300751879699,5.90436e+11,53840000,91.186851750232
CHE,2007,52.98,53.2,-0.413533834586477,6.1356e+11,52980000,86.3485233717974
CHE,2008,53.15,53.2,-0.093984962406023,6.30788e+11,53150000,84.2596878824582
CHE,2009,50.57,53.2,-4.9436090225564,6.16297e+11,50570000,82.0545938078556
CHE,2010,52.5,53.2,-1.31578947368422,6.36286e+11,52500000,82.5100662280798
CHE,2011,50.2,53.2,-5.6390977443609,6.47822e+11,50200000,77.490421751654
CHE,2012,50,53.2,-6.01503759398497,6.55462e+11,5e+07,76.2820727975077
CHE,2013,51.62,53.2,-2.96992481203009,6.67209e+11,51620000,77.3670618951483
CHE,2014,49.26,53.2,-7.40601503759399,6.82887e+11,49260000,72.1349212973742
CHE,2015,46.95,53.2,-11.7481203007519,6.94118e+11,46950000,67.6397961153579
CHE,2016,47.23,53.2,-11.2218045112782,7.08477e+11,47230000,66.664126005502
CHE,2017,46.56,53.2,-12.4812030075188,7.18132e+11,46560000,64.8348771535038
CHE,2018,45.65,53.2,-14.1917293233083,7.38674e+11,45650000,61.7999279790544
CHE,2019,44.7,53.2,-15.9774436090226,7.4711e+11,44700000,59.8305470412657
CHE,2020,42.36,53.2,-20.3759398496241,7.29362e+11,42360000,58.0781559774159
CHE,2021,43.26,53.2,-18.6842105263158,7.60153e+11,43260000,56.9095958313655
CYP,2005,9.08,9.08,0,18929632229,9080000,479.671231334835
CYP,2006,9.33,9.08,2.75330396475771,19821942659,9330000,470.690494897774
CYP,2007,9.7,9.08,6.82819383259911,20832478865,9700000,465.619097125147
CYP,2008,9.85,9.08,8.48017621145374,21592200202,9850000,456.183247091588
CYP,2009,9.58,9.08,5.50660792951542,21157060719,9580000,452.803918617898
CYP,2010,9.27,9.08,2.09251101321585,21640191720,9270000,428.369587476095
CYP,2011,8.93,9.08,-1.65198237885463,21730369161,8930000,410.945618725469
CYP,2012,8.4,9.08,-7.48898678414097,20981240451,8400000,400.357644230689
CYP,2013,7.69,9.08,-15.3083700440529,19599104959,7690000,392.364856256802
CYP,2014,8.06,9.08,-11.2334801762115,19251012721,8060000,418.679272452391
CYP,2015,8.11,9.08,-10.6828193832599,19909190059,8110000,407.349569518718
CYP,2016,8.67,9.08,-4.51541850220265,21217936635,8670000,408.616546893557
CYP,2017,8.73,9.08,-3.85462555066079,22434461969,8730000,389.133468503196
CYP,2018,8.59,9.08,-5.39647577092511,23701528569,8590000,362.423882282223
CYP,2019,8.66,9.08,-4.62555066079295,25012087656,8660000,346.232594380126
CYP,2020,8.28,9.08,-8.81057268722468,23918440580,8280000,346.17641448262
CYP,2021,8.5,9.08,-6.38766519823789,25506368382,8500000,333.250107294714
DNK,2005,73.93,73.93,0,2.80921e+11,73930000,263.170072725072
DNK,2006,81.84,73.93,10.6993101582578,2.91913e+11,81840000,280.35750377681
DNK,2007,77.52,73.93,4.85594481266061,2.94567e+11,77520000,263.165935084378
DNK,2008,72.49,73.93,-1.94778844853241,2.93059e+11,72490000,247.356334390003
DNK,2009,69.03,73.93,-6.6278912484783,2.7868e+11,69030000,247.703459164633
DNK,2010,68.41,73.93,-7.46652238604086,2.83894e+11,68410000,240.970221279773
DNK,2011,62.65,73.93,-15.2576761801704,2.87689e+11,62650000,217.769883450532
DNK,2012,57.62,73.93,-22.0614094413635,2.88341e+11,57620000,199.832836814744
DNK,2013,58.98,73.93,-20.221831462194,2.91032e+11,58980000,202.658126941367
DNK,2014,55.52,73.93,-24.9019342621399,2.95745e+11,55520000,187.729293817309
DNK,2015,51.72,73.93,-30.0419315568781,3.02673e+11,51720000,170.8774816386
DNK,2016,54.87,73.93,-25.7811443257135,3.12498e+11,54870000,175.585123744792
DNK,2017,52.69,73.93,-28.7298796158528,3.21316e+11,52690000,163.98187454095
DNK,2018,54.55,73.93,-26.2139862031652,3.27708e+11,54550000,166.459164866283
DNK,2019,49.93,73.93,-32.4631408088733,3.32603e+11,49930000,150.118910532978
DNK,2020,47.62,73.93,-35.5877181117273,3.25968e+11,47620000,146.087959554312
DNK,2021,47.97,73.93,-35.1142973082646,3.41797e+11,47970000,140.346462959008
ESP,2005,394.38,394.38,0,1.14135e+12,394380000,345.538178472861
ESP,2006,385.34,394.38,-2.29220548709367,1.18817e+12,385340000,324.313860811163
ESP,2007,398.66,394.38,1.08524773061515,1.231e+12,398660000,323.850528025995
ESP,2008,365.12,394.38,-7.41924032658857,1.24192e+12,365120000,293.996392682298
ESP,2009,328.16,394.38,-16.7909123180689,1.19519e+12,328160000,274.567223621349
ESP,2010,310.51,394.38,-21.2662913940869,1.19714e+12,310510000,259.376514025093
ESP,2011,311.07,394.38,-21.124296363913,1.18739e+12,311070000,261.977951641836
ESP,2012,306.46,394.38,-22.2932197373092,1.15225e+12,306460000,265.966587112172
ESP,2013,280.19,394.38,-28.9543080277905,1.13608e+12,280190000,246.628758538131
ESP,2014,279.8,394.38,-29.0531974238045,1.15194e+12,279800000,242.894595204611
ESP,2015,289.06,394.38,-26.7052081748567,1.19616e+12,289060000,241.656634563938
ESP,2016,276.86,394.38,-29.7986713322177,1.23249e+12,276860000,224.634682634342
ESP,2017,289.4,394.38,-26.6189969065369,1.26917e+12,289400000,228.023038678822
ESP,2018,282.77,394.38,-28.3001166387748,1.29816e+12,282770000,217.823688913539
ESP,2019,264.58,394.38,-32.9124194938892,1.32392e+12,264580000,199.845912139706
ESP,2020,228.15,394.38,-42.149703331812,1.17398e+12,228150000,194.33891548408
ESP,2021,244.33,394.38,-38.0470612100005,1.23878e+12,244330000,197.234375756793
EST,2005,16.39,16.39,0,19822237764,16390000,826.849127486836
EST,2006,14.16,16.39,-13.6058572300183,21757994919,14160000,650.795261820513
EST,2007,18.15,16.39,10.738255033557,23407063928,18150000,775.406947912361
EST,2008,14.78,16.39,-9.82306284319708,22205813183,14780000,665.591477249527
EST,2009,11.71,16.39,-28.5539963392312,18957312552,11710000,617.703588938538
EST,2010,15.63,16.39,-4.63697376449054,19420679530,15630000,804.812209369689
EST,2011,15.88,16.39,-3.11165344722392,20831219911,15880000,762.317332726851
EST,2012,16.4,16.39,0.0610128126906529,21503693455,16400000,762.659681431922
EST,2013,19.16,16.39,16.9005491153142,21817309478,19160000,878.20177915707
EST,2014,20.78,16.39,26.784624771202,22474308646,20780000,924.611311845557
EST,2015,17.19,16.39,4.88102501525321,22890762090,17190000,750.957959914737
EST,2016,19.45,16.39,18.6699206833435,23613094924,19450000,823.69549873072
EST,2017,21.17,16.39,29.1641244661379,24980775932,21170000,847.451658732568
EST,2018,22.29,16.39,35.9975594874924,25926098667,22290000,859.751414445236
EST,2019,15.69,16.39,-4.27089688834656,26895658711,15690000,583.365522614361
EST,2020,13.92,16.39,-15.0701647345943,26747463293,13920000,520.423183593749
EST,2021,15.5,16.39,-5.43014032946919,28890861347,15500000,536.501830590437
EUA,2005,4195.19,4195.19,0,1.22763e+13,4195190000,341.73081465914
EUA,2006,4182.11,4195.19,-0.311785640221299,1.27052e+13,4182110000,329.165223687939
EUA,2007,4197.69,4195.19,0.0595920566172212,1.31061e+13,4197690000,320.285210703413
EUA,2008,4059.81,4195.19,-3.22702904993575,1.31901e+13,4059810000,307.792207792208
EUA,2009,3742.01,4195.19,-10.8023712871169,1.26165e+13,3742010000,296.596520429596
EUA,2010,3824.2,4195.19,-8.84322283376915,1.28973e+13,3824200000,296.511672985819
EUA,2011,3718.75,4195.19,-11.3568157818835,1.31415e+13,3718750000,282.977590077236
EUA,2012,3649.08,4195.19,-13.0175272156923,1.30495e+13,3649080000,279.633702440707
EUA,2013,3562.59,4195.19,-15.0791740064216,1.30386e+13,3562590000,273.234089549492
EUA,2014,3436.53,4195.19,-18.0840438692884,1.32469e+13,3436530000,259.421449546686
EUA,2015,3486.64,4195.19,-16.8895806864528,1.35525e+13,3486640000,257.269138535326
EUA,2016,3492.92,4195.19,-16.7398854402304,1.38205e+13,3492920000,252.734705690822
EUA,2017,3582.98,4195.19,-14.5931411926516,1.42127e+13,3582980000,252.097068115137
EUA,2018,3489.87,4195.19,-16.8125877493034,1.45064e+13,3489870000,240.574505046049
EUA,2019,3340.94,4195.19,-20.3626057461045,1.47682e+13,3340940000,226.225267805149
EUA,2020,3059.43,4195.19,-27.07290968943,1.39298e+13,3059430000,219.632011945613
EUA,2021,3238.41,4195.19,-22.8065951720899,1.46809e+13,3238410000,220.586612537379
FIN,2005,41.26,41.26,0,2.2312e+11,41260000,184.922911437791
FIN,2006,48.76,41.26,18.1774115365972,2.32106e+11,48760000,210.076430596365
FIN,2007,56.73,41.26,37.4939408628211,2.44406e+11,56730000,232.11377789416
FIN,2008,46,41.26,11.4881240911294,2.46322e+11,4.6e+07,186.747428163136
FIN,2009,30.14,41.26,-26.9510421715948,2.26433e+11,30140000,133.107806724285
FIN,2010,49.53,41.26,20.0436257876878,2.33647e+11,49530000,211.986458204043
FIN,2011,42.51,41.26,3.02956858943287,2.39599e+11,42510000,177.421441658772
FIN,2012,35.21,41.26,-14.6631119728551,2.36251e+11,35210000,149.036406195106
FIN,2013,42.43,41.26,2.83567619970917,2.34121e+11,42430000,181.231072821319
FIN,2014,37.76,41.26,-8.48279205041202,2.33266e+11,37760000,161.875284010529
FIN,2015,38.31,41.26,-7.14978187106155,2.34534e+11,38310000,163.345186625393
FIN,2016,44.42,41.26,7.65874939408629,2.41128e+11,44420000,184.217511031485
FIN,2017,44.01,41.26,6.6650508967523,2.48826e+11,44010000,176.870584263702
FIN,2018,54.15,41.26,31.2409112942317,2.51662e+11,54150000,215.1695528129
FIN,2019,46.01,41.26,11.5123606398449,2.54744e+11,46010000,180.61269352762
FIN,2020,38.64,41.26,-6.34997576345128,2.49127e+11,38640000,155.101614839018
FIN,2021,48.29,41.26,17.0382937469704,2.56534e+11,48290000,188.240155301052
GBR,2005,703.08,703.08,0,2.59992e+12,703080000,270.42370534478
GBR,2006,695.27,703.08,-1.11082664846107,2.65609e+12,695270000,261.764473342394
GBR,2007,682.76,703.08,-2.89014052454913,2.72418e+12,682760000,250.629547239903
GBR,2008,660.63,703.08,-6.03771974739717,2.71997e+12,660630000,242.881355309066
GBR,2009,603.72,703.08,-14.1321044546851,2.59729e+12,603720000,232.442276372681
GBR,2010,617.48,703.08,-12.1750014223133,2.66041e+12,617480000,232.099563601099
GBR,2011,571.39,703.08,-18.7304431928088,2.68881e+12,571390000,212.506647922315
GBR,2012,587.66,703.08,-16.4163395346191,2.72776e+12,587660000,215.436841950905
GBR,2013,573.32,703.08,-18.4559367355066,2.7774e+12,573320000,206.423273565205
GBR,2014,532.32,703.08,-24.2874210616146,2.86627e+12,532320000,185.718721544028
GBR,2015,514.97,703.08,-26.7551345508335,2.93486e+12,514970000,175.466632139182
GBR,2016,489.46,703.08,-30.3834556522729,2.9984e+12,489460000,163.240394877268
GBR,2017,477.76,703.08,-32.047562155089,3.07167e+12,477760000,155.537541467671
GBR,2018,469.38,703.08,-33.2394606588155,3.12404e+12,469380000,150.247756110677
GBR,2019,455.06,703.08,-35.2762132332025,3.17416e+12,455060000,143.363913602339
GBR,2020,410.22,703.08,-41.6538658474142,2.82403e+12,410220000,145.26049652447
GBR,2021,430.65,703.08,-38.7480798771121,3.03653e+12,430650000,141.823067778023
GRC,2005,133.22,133.22,0,2.43759e+11,133220000,546.523410417667
GRC,2006,129.68,133.22,-2.65725866986938,2.57538e+11,129680000,503.537342062142
GRC,2007,133.58,133.22,0.270229695240965,2.65969e+11,133580000,502.23898273859
GRC,2008,129.16,133.22,-3.0475904518841,2.65077e+11,129160000,487.254646763016
GRC,2009,121.84,133.22,-8.54226092178351,2.53677e+11,121840000,480.295809237731
GRC,2010,115.77,133.22,-13.098633838763,2.3978e+11,115770000,482.817582784219
GRC,2011,112.68,133.22,-15.4181053895811,2.15444e+11,112680000,523.012940717774
GRC,2012,109.38,133.22,-17.8952109292899,2.00176e+11,109380000,546.419151146991
GRC,2013,101.24,133.22,-24.0054045939048,1.9514e+11,101240000,518.807010351542
GRC,2014,99.23,133.22,-25.5141870590002,1.96068e+11,99230000,506.099924515984
GRC,2015,91.71,133.22,-31.1589851373668,1.95684e+11,91710000,468.663764027718
GRC,2016,88.2,133.22,-33.7937246659661,1.9473e+11,88200000,452.934832845478
GRC,2017,92,133.22,-30.9413001050893,1.96857e+11,9.2e+07,467.344315924758
GRC,2018,87.91,133.22,-34.0114096982435,2.00141e+11,87910000,439.240335563428
GRC,2019,80.75,133.22,-39.3859780813692,2.03913e+11,80750000,396.002216631603
GRC,2020,70.05,133.22,-47.4178051343642,1.85552e+11,70050000,377.522204018281
GRC,2021,72.01,133.22,-45.9465545713857,2.01203e+11,72010000,357.897248052961
HRV,2005,21.91,21.91,0,49172617037,21910000,445.573193379433
HRV,2006,22.5,21.91,2.69283432222729,51575652379,22500000,436.252358664518
HRV,2007,25.08,21.91,14.4682793245093,54155008741,25080000,463.115057740029
HRV,2008,23.93,21.91,9.21953445915107,55239118377,23930000,433.207493223928
HRV,2009,21.64,21.91,-1.23231401186673,51265522910,21640000,422.116049376702
HRV,2010,21.28,21.91,-2.87539936102236,50638145960,21280000,420.236554806123
HRV,2011,22.25,21.91,1.5518028297581,50594286348,22250000,439.772978453713
HRV,2012,20.93,21.91,-4.47284345047924,49414598779,20930000,423.559039578699
HRV,2013,18.74,21.91,-14.4682793245094,49218013834,18740000,380.75490130921
HRV,2014,18.15,21.91,-17.1611136467367,49006691082,18150000,370.357589938702
HRV,2015,18.91,21.91,-13.6923779096303,50242783066,18910000,376.372462790515
HRV,2016,19.13,21.91,-12.6882701962574,52031104329,19130000,367.664693008211
HRV,2017,20.81,21.91,-5.02053856686445,53806649022,20810000,386.755175768173
HRV,2018,19.1,21.91,-12.8251939753537,55313599035,19100000,345.30387342748
HRV,2019,19.06,21.91,-13.0077590141488,57205880317,19060000,333.182531138078
HRV,2020,18.24,21.91,-16.7503423094478,52297419558,18240000,348.774378433167
HRV,2021,18.64,21.91,-14.924691921497,59133845411,18640000,315.217112475026
HUN,2005,70.96,70.96,0,1.13768e+11,70960000,623.725476408129
HUN,2006,71.61,70.96,0.916009019165735,1.18257e+11,71610000,605.545549100688
HUN,2007,69.62,70.96,-1.88838782412625,1.18586e+11,69620000,587.084478774898
HUN,2008,65.89,70.96,-7.14487034949266,1.19776e+11,65890000,550.110205717339
HUN,2009,61.31,70.96,-13.5992108229989,1.11873e+11,61310000,548.032143591394
HUN,2010,61.7,70.96,-13.0496054114994,1.13077e+11,61700000,545.645887315723
HUN,2011,60.69,70.96,-14.4729425028185,1.15188e+11,60690000,526.87779977081
HUN,2012,56.79,70.96,-19.9689966178128,1.13748e+11,56790000,499.261525477371
HUN,2013,54.59,70.96,-23.0693348365276,1.15799e+11,54590000,471.420305874835
HUN,2014,53.89,70.96,-24.0558060879369,1.20699e+11,53890000,446.482572349398
HUN,2015,56.51,70.96,-20.3635851183765,1.25174e+11,56510000,451.451579401473
HUN,2016,58.13,70.96,-18.0806087936866,1.27929e+11,58130000,454.392670934659
HUN,2017,59.71,70.96,-15.8540022547914,1.33394e+11,59710000,447.621332293806
HUN,2018,60.22,70.96,-15.1352874859075,1.40547e+11,60220000,428.468768454681
HUN,2019,59.38,70.96,-16.3190529875986,1.47375e+11,59380000,402.917726887193
HUN,2020,55.86,70.96,-21.2795941375423,1.40673e+11,55860000,397.091126228914
HUN,2021,57.02,70.96,-19.6448703494927,1.50686e+11,57020000,378.402771325803
IRL,2005,79.22,79.22,0,2.07798e+11,79220000,381.235623057007
IRL,2006,78.63,79.22,-0.744761423882862,2.18163e+11,78630000,360.418586103051
IRL,2007,76.43,79.22,-3.52183791971723,2.29747e+11,76430000,332.670285139741
IRL,2008,75.44,79.22,-4.77152234284272,2.19445e+11,75440000,343.776344870013
IRL,2009,69.09,79.22,-12.7871749558192,2.08263e+11,69090000,331.743996773311
IRL,2010,70.09,79.22,-11.5248674577127,2.11768e+11,70090000,330.975407049224
IRL,2011,65.03,79.22,-17.9121433981318,2.13534e+11,65030000,304.541665495893
IRL,2012,65.43,79.22,-17.4072203988892,2.13522e+11,65430000,306.432124090258
IRL,2013,66,79.22,-16.6877051249684,2.15926e+11,6.6e+07,305.660272500764
IRL,2014,65.05,79.22,-17.8868972481697,2.34602e+11,65050000,277.278113571069
IRL,2015,67.98,79.22,-14.1883362787175,2.91775e+11,67980000,232.987747408106
IRL,2016,69.04,79.22,-12.8502903307246,2.9763e+11,69040000,231.965863656217
